comune,anno,mese,presenze_mese,presenze_stimate,superficie_kmq,densita_turistica,n_mesi_con_dati,copertura_sufficiente
Atzara,2022,2,7.0,False,35.952,0.19,11,True
Atzara,2022,3,27.0,False,35.952,0.75,11,True
Atzara,2022,4,39.0,False,35.952,1.08,11,True
Atzara,2022,5,32.0,False,35.952,0.89,11,True
Atzara,2022,7,40.0,False,35.952,1.11,11,True
Atzara,2022,8,93.0,False,35.952,2.59,11,True
Atzara,2022,9,68.0,False,35.952,1.89,11,True
Atzara,2022,10,56.0,False,35.952,1.56,11,True
Atzara,2022,11,54.0,False,35.952,1.5,11,True
Atzara,2022,12,21.0,False,35.952,0.58,11,True
Badesi,2022,1,101.0,False,31.463,3.21,10,True
Badesi,2022,2,222.0,False,31.463,7.06,10,True
Badesi,2022,3,172.0,False,31.463,5.47,10,True
Badesi,2022,4,1483.0,False,31.463,47.13,10,True
Badesi,2022,5,3911.0,False,31.463,124.3,10,True
Badesi,2022,6,58282.0,False,31.463,1852.4,10,True
Badesi,2022,7,91946.0,False,31.463,2922.35,10,True
Badesi,2022,8,102766.0,False,31.463,3266.25,10,True
Badesi,2022,9,56814.0,False,31.463,1805.74,10,True
Badesi,2022,10,19968.0,False,31.463,634.65,10,True
Baratili San Pietro,2022,1,0.99,True,6.002,0.16,12,True
Baratili San Pietro,2022,2,0.89,True,6.002,0.15,12,True
Baratili San Pietro,2022,3,1.19,True,6.002,0.2,12,True
Baratili San Pietro,2022,4,23.32,True,6.002,3.89,12,True
Baratili San Pietro,2022,5,63.93,True,6.002,10.65,12,True
Baratili San Pietro,2022,6,204.23,True,6.002,34.03,12,True
Baratili San Pietro,2022,7,666.55,True,6.002,111.05,12,True
Baratili San Pietro,2022,8,998.47,True,6.002,166.36,12,True
Baratili San Pietro,2022,9,270.54,True,6.002,45.07,12,True
Baratili San Pietro,2022,10,113.52,True,6.002,18.91,12,True
Baratili San Pietro,2022,11,1.11,True,6.002,0.18,12,True
Baratili San Pietro,2022,12,1.26,True,6.002,0.21,12,True
Bari Sardo,2022,1,681.0,False,37.625,18.1,12,True
Bari Sardo,2022,2,476.0,False,37.625,12.65,12,True
Bari Sardo,2022,3,646.0,False,37.625,17.17,12,True
Bari Sardo,2022,4,2538.0,False,37.625,67.46,12,True
Bari Sardo,2022,5,11840.0,False,37.625,314.68,12,True
Bari Sardo,2022,6,29951.0,False,37.625,796.04,12,True
Bari Sardo,2022,7,47957.0,False,37.625,1274.6,12,True
Bari Sardo,2022,8,55548.0,False,37.625,1476.36,12,True
Bari Sardo,2022,9,35136.0,False,37.625,933.85,12,True
Bari Sardo,2022,10,11410.0,False,37.625,303.26,12,True
Bari Sardo,2022,11,787.0,False,37.625,20.92,12,True
Bari Sardo,2022,12,248.0,False,37.625,6.59,12,True
Barumini,2022,1,71.0,False,26.173,2.71,11,True
Barumini,2022,2,46.0,False,26.173,1.76,11,True
Barumini,2022,3,109.0,False,26.173,4.16,11,True
Barumini,2022,4,204.0,False,26.173,7.79,11,True
Barumini,2022,5,239.0,False,26.173,9.13,11,True
Barumini,2022,6,122.0,False,26.173,4.66,11,True
Barumini,2022,7,148.0,False,26.173,5.65,11,True
Barumini,2022,8,286.0,False,26.173,10.93,11,True
Barumini,2022,9,348.0,False,26.173,13.3,11,True
Barumini,2022,10,306.0,False,26.173,11.69,11,True
Barumini,2022,12,108.0,False,26.173,4.13,11,True
Bauladu,2022,1,2.73,True,23.9,0.11,12,True
Bauladu,2022,2,2.45,True,23.9,0.1,12,True
Bauladu,2022,3,35.28,True,23.9,1.48,12,True
Bauladu,2022,4,6.42,True,23.9,0.27,12,True
Bauladu,2022,5,48.08,True,23.9,2.01,12,True
Bauladu,2022,6,58.45,True,23.9,2.45,12,True
Bauladu,2022,7,224.86,True,23.9,9.41,12,True
Bauladu,2022,8,355.63,True,23.9,14.88,12,True
Bauladu,2022,9,150.56,True,23.9,6.3,12,True
Bauladu,2022,10,51.98,True,23.9,2.17,12,True
Bauladu,2022,11,3.08,True,23.9,0.13,12,True
Bauladu,2022,12,3.49,True,23.9,0.15,12,True
Baunei,2022,1,69.0,False,212.11,0.33,12,True
Baunei,2022,2,131.0,False,212.11,0.62,12,True
Baunei,2022,3,279.0,False,212.11,1.32,12,True
Baunei,2022,4,2244.0,False,212.11,10.58,12,True
Baunei,2022,5,6076.0,False,212.11,28.65,12,True
Baunei,2022,6,9853.0,False,212.11,46.45,12,True
Baunei,2022,7,13687.0,False,212.11,64.53,12,True
Baunei,2022,8,17252.0,False,212.11,81.34,12,True
Baunei,2022,9,10957.0,False,212.11,51.66,12,True
Baunei,2022,10,4939.0,False,212.11,23.29,12,True
Baunei,2022,11,222.0,False,212.11,1.05,12,True
Baunei,2022,12,184.0,False,212.11,0.87,12,True
Belvì,2022,1,48.0,False,18.286,2.62,10,True
Belvì,2022,2,58.0,False,18.286,3.17,10,True
Belvì,2022,3,61.0,False,18.286,3.34,10,True
Belvì,2022,4,16.0,False,18.286,0.87,10,True
Belvì,2022,5,11.0,False,18.286,0.6,10,True
Belvì,2022,7,15.0,False,18.286,0.82,10,True
Belvì,2022,8,94.0,False,18.286,5.14,10,True
Belvì,2022,9,21.0,False,18.286,1.15,10,True
Belvì,2022,10,38.0,False,18.286,2.08,10,True
Belvì,2022,12,11.0,False,18.286,0.6,10,True
Berchidda,2022,1,1.51,True,202.262,0.01,12,True
Berchidda,2022,2,1.35,True,202.262,0.01,12,True
Berchidda,2022,3,1.81,True,202.262,0.01,12,True
Berchidda,2022,4,3.54,True,202.262,0.02,12,True
Berchidda,2022,5,68.46,True,202.262,0.34,12,True
Berchidda,2022,6,159.98,True,202.262,0.79,12,True
Berchidda,2022,7,246.52,True,202.262,1.22,12,True
Berchidda,2022,8,357.4,True,202.262,1.77,12,True
Berchidda,2022,9,189.94,True,202.262,0.94,12,True
Berchidda,2022,10,56.85,True,202.262,0.28,12,True
Berchidda,2022,11,1.7,True,202.262,0.01,12,True
Berchidda,2022,12,1.93,True,202.262,0.01,12,True
Bitti,2022,1,10.0,False,215.633,0.05,12,True
Bitti,2022,2,2.0,False,215.633,0.01,12,True
Bitti,2022,3,7.0,False,215.633,0.03,12,True
Bitti,2022,4,109.0,False,215.633,0.51,12,True
Bitti,2022,5,340.0,False,215.633,1.58,12,True
Bitti,2022,6,364.0,False,215.633,1.69,12,True
Bitti,2022,7,443.0,False,215.633,2.05,12,True
Bitti,2022,8,678.0,False,215.633,3.14,12,True
Bitti,2022,9,488.0,False,215.633,2.26,12,True
Bitti,2022,10,297.0,False,215.633,1.38,12,True
Bitti,2022,11,14.0,False,215.633,0.06,12,True
Bitti,2022,12,41.0,False,215.633,0.19,12,True
Bolotana,2022,1,8.0,False,108.415,0.07,11,True
Bolotana,2022,2,19.0,False,108.415,0.18,11,True
Bolotana,2022,3,75.0,False,108.415,0.69,11,True
Bolotana,2022,4,34.0,False,108.415,0.31,11,True
Bolotana,2022,5,79.0,False,108.415,0.73,11,True
Bolotana,2022,6,46.0,False,108.415,0.42,11,True
Bolotana,2022,7,28.0,False,108.415,0.26,11,True
Bolotana,2022,8,141.0,False,108.415,1.3,11,True
Bolotana,2022,9,83.0,False,108.415,0.77,11,True
Bolotana,2022,10,81.0,False,108.415,0.75,11,True
Bolotana,2022,12,19.0,False,108.415,0.18,11,True
Bonarcado,2022,1,32.52,True,28.186,1.15,12,True
Bonarcado,2022,2,29.23,True,28.186,1.04,12,True
Bonarcado,2022,3,39.15,True,28.186,1.39,12,True
Bonarcado,2022,4,76.58,True,28.186,2.72,12,True
Bonarcado,2022,5,96.46,True,28.186,3.42,12,True
Bonarcado,2022,6,172.41,True,28.186,6.12,12,True
Bonarcado,2022,7,394.98,True,28.186,14.01,12,True
Bonarcado,2022,8,1277.21,True,28.186,45.31,12,True
Bonarcado,2022,9,907.86,True,28.186,32.21,12,True
Bonarcado,2022,10,373.25,True,28.186,13.24,12,True
Bonarcado,2022,11,36.72,True,28.186,1.3,12,True
Bonarcado,2022,12,41.63,True,28.186,1.48,12,True
Bosa,2022,1,1305.0,False,128.395,10.16,12,True
Bosa,2022,2,1587.0,False,128.395,12.36,12,True
Bosa,2022,3,2269.0,False,128.395,17.67,12,True
Bosa,2022,4,5411.0,False,128.395,42.14,12,True
Bosa,2022,5,7292.0,False,128.395,56.79,12,True
Bosa,2022,6,11046.0,False,128.395,86.03,12,True
Bosa,2022,7,18450.0,False,128.395,143.7,12,True
Bosa,2022,8,24577.0,False,128.395,191.42,12,True
Bosa,2022,9,13392.0,False,128.395,104.3,12,True
Bosa,2022,10,5341.0,False,128.395,41.6,12,True
Bosa,2022,11,1234.0,False,128.395,9.61,12,True
Bosa,2022,12,722.0,False,128.395,5.62,12,True
Budoni,2022,3,24.0,False,56.222,0.43,10,True
Budoni,2022,4,7546.0,False,56.222,134.22,10,True
Budoni,2022,5,46951.0,False,56.222,835.1,10,True
Budoni,2022,6,114356.0,False,56.222,2034.01,10,True
Budoni,2022,7,173159.0,False,56.222,3079.92,10,True
Budoni,2022,8,194635.0,False,56.222,3461.9,10,True
Budoni,2022,9,107833.0,False,56.222,1917.99,10,True
Budoni,2022,10,19567.0,False,56.222,348.03,10,True
Budoni,2022,11,158.0,False,56.222,2.81,10,True
Budoni,2022,12,7.0,False,56.222,0.12,10,True
Buggerru,2022,1,48.0,False,48.323,0.99,12,True
Buggerru,2022,2,43.0,False,48.323,0.89,12,True
Buggerru,2022,3,136.0,False,48.323,2.81,12,True
Buggerru,2022,4,519.0,False,48.323,10.74,12,True
Buggerru,2022,5,765.0,False,48.323,15.83,12,True
Buggerru,2022,6,2098.0,False,48.323,43.42,12,True
Buggerru,2022,7,3068.0,False,48.323,63.49,12,True
Buggerru,2022,8,4224.0,False,48.323,87.41,12,True
Buggerru,2022,9,2203.0,False,48.323,45.59,12,True
Buggerru,2022,10,1050.0,False,48.323,21.73,12,True
Buggerru,2022,11,44.0,False,48.323,0.91,12,True
Buggerru,2022,12,39.0,False,48.323,0.81,12,True
Busachi,2022,1,3.06,True,58.91,0.05,12,True
Busachi,2022,2,2.75,True,58.91,0.05,12,True
Busachi,2022,3,5.69,True,58.91,0.1,12,True
Busachi,2022,4,7.21,True,58.91,0.12,12,True
Busachi,2022,5,11.08,True,58.91,0.19,12,True
Busachi,2022,6,16.24,True,58.91,0.28,12,True
Busachi,2022,7,23.45,True,58.91,0.4,12,True
Busachi,2022,8,23.19,True,58.91,0.39,12,True
Busachi,2022,9,14.11,True,58.91,0.24,12,True
Busachi,2022,10,7.84,True,58.91,0.13,12,True
Busachi,2022,11,3.46,True,58.91,0.06,12,True
Busachi,2022,12,3.92,True,58.91,0.07,12,True
Cabras,2022,1,326.0,False,101.983,3.2,12,True
Cabras,2022,2,307.0,False,101.983,3.01,12,True
Cabras,2022,3,299.0,False,101.983,2.93,12,True
Cabras,2022,4,2683.0,False,101.983,26.31,12,True
Cabras,2022,5,4735.0,False,101.983,46.43,12,True
Cabras,2022,6,10375.0,False,101.983,101.73,12,True
Cabras,2022,7,19253.0,False,101.983,188.79,12,True
Cabras,2022,8,27151.0,False,101.983,266.23,12,True
Cabras,2022,9,14592.0,False,101.983,143.08,12,True
Cabras,2022,10,5146.0,False,101.983,50.46,12,True
Cabras,2022,11,3044.0,False,101.983,29.85,12,True
Cabras,2022,12,2891.0,False,101.983,28.35,12,True
Cagliari,2022,1,22269.0,False,84.916,262.25,12,True
Cagliari,2022,2,28694.0,False,84.916,337.91,12,True
Cagliari,2022,3,35251.0,False,84.916,415.13,12,True
Cagliari,2022,4,55550.0,False,84.916,654.18,12,True
Cagliari,2022,5,75619.0,False,84.916,890.52,12,True
Cagliari,2022,6,86649.0,False,84.916,1020.41,12,True
Cagliari,2022,7,107343.0,False,84.916,1264.11,12,True
Cagliari,2022,8,123235.0,False,84.916,1451.26,12,True
Cagliari,2022,9,93935.0,False,84.916,1106.21,12,True
Cagliari,2022,10,73091.0,False,84.916,860.74,12,True
Cagliari,2022,11,36082.0,False,84.916,424.91,12,True
Cagliari,2022,12,33612.0,False,84.916,395.83,12,True
Calangianus,2022,1,2.91,True,126.989,0.02,12,True
Calangianus,2022,2,2.61,True,126.989,0.02,12,True
Calangianus,2022,3,3.5,True,126.989,0.03,12,True
Calangianus,2022,4,6.84,True,126.989,0.05,12,True
Calangianus,2022,5,8.62,True,126.989,0.07,12,True
Calangianus,2022,6,15.41,True,126.989,0.12,12,True
Calangianus,2022,7,130.26,True,126.989,1.03,12,True
Calangianus,2022,8,241.01,True,126.989,1.9,12,True
Calangianus,2022,9,188.4,True,126.989,1.48,12,True
Calangianus,2022,10,239.44,True,126.989,1.89,12,True
Calangianus,2022,11,7.28,True,126.989,0.06,12,True
Calangianus,2022,12,3.72,True,126.989,0.03,12,True
Calasetta,2022,1,36.0,False,31.213,1.15,12,True
Calasetta,2022,2,29.0,False,31.213,0.93,12,True
Calasetta,2022,3,71.0,False,31.213,2.27,12,True
Calasetta,2022,4,561.0,False,31.213,17.97,12,True
Calasetta,2022,5,2300.0,False,31.213,73.69,12,True
Calasetta,2022,6,7011.0,False,31.213,224.62,12,True
Calasetta,2022,7,11824.0,False,31.213,378.82,12,True
Calasetta,2022,8,15304.0,False,31.213,490.31,12,True
Calasetta,2022,9,6035.0,False,31.213,193.35,12,True
Calasetta,2022,10,937.0,False,31.213,30.02,12,True
Calasetta,2022,11,73.0,False,31.213,2.34,12,True
Calasetta,2022,12,9.0,False,31.213,0.29,12,True
Capoterra,2022,1,262.0,False,68.327,3.83,12,True
Capoterra,2022,2,517.0,False,68.327,7.57,12,True
Capoterra,2022,3,507.0,False,68.327,7.42,12,True
Capoterra,2022,4,3216.0,False,68.327,47.07,12,True
Capoterra,2022,5,4343.0,False,68.327,63.56,12,True
Capoterra,2022,6,6463.0,False,68.327,94.59,12,True
Capoterra,2022,7,9652.0,False,68.327,141.26,12,True
Capoterra,2022,8,11439.0,False,68.327,167.42,12,True
Capoterra,2022,9,6437.0,False,68.327,94.21,12,True
Capoterra,2022,10,4866.0,False,68.327,71.22,12,True
Capoterra,2022,11,585.0,False,68.327,8.56,12,True
Capoterra,2022,12,511.0,False,68.327,7.48,12,True
Carbonia,2022,1,589.0,False,146.006,4.03,12,True
Carbonia,2022,2,569.0,False,146.006,3.9,12,True
Carbonia,2022,3,1056.0,False,146.006,7.23,12,True
Carbonia,2022,4,1763.0,False,146.006,12.07,12,True
Carbonia,2022,5,3184.0,False,146.006,21.81,12,True
Carbonia,2022,6,3323.0,False,146.006,22.76,12,True
Carbonia,2022,7,5318.0,False,146.006,36.42,12,True
Carbonia,2022,8,6574.0,False,146.006,45.03,12,True
Carbonia,2022,9,3403.0,False,146.006,23.31,12,True
Carbonia,2022,10,2430.0,False,146.006,16.64,12,True
Carbonia,2022,11,1064.0,False,146.006,7.29,12,True
Carbonia,2022,12,1094.0,False,146.006,7.49,12,True
Cardedu,2022,1,1.53,True,33.459,0.05,12,True
Cardedu,2022,2,1.38,True,33.459,0.04,12,True
Cardedu,2022,3,70.84,True,33.459,2.12,12,True
Cardedu,2022,4,3095.61,True,33.459,92.52,12,True
Cardedu,2022,5,10640.54,True,33.459,318.02,12,True
Cardedu,2022,6,27086.12,True,33.459,809.53,12,True
Cardedu,2022,7,37733.72,True,33.459,1127.76,12,True
Cardedu,2022,8,39491.59,True,33.459,1180.3,12,True
Cardedu,2022,9,24032.06,True,33.459,718.25,12,True
Cardedu,2022,10,11138.92,True,33.459,332.91,12,True
Cardedu,2022,11,22.73,True,33.459,0.68,12,True
Cardedu,2022,12,1.96,True,33.459,0.06,12,True
Carloforte,2022,1,228.0,False,51.041,4.47,12,True
Carloforte,2022,2,256.0,False,51.041,5.02,12,True
Carloforte,2022,3,281.0,False,51.041,5.51,12,True
Carloforte,2022,4,1919.0,False,51.041,37.6,12,True
Carloforte,2022,5,2600.0,False,51.041,50.94,12,True
Carloforte,2022,6,6604.0,False,51.041,129.39,12,True
Carloforte,2022,7,10013.0,False,51.041,196.18,12,True
Carloforte,2022,8,12541.0,False,51.041,245.7,12,True
Carloforte,2022,9,6998.0,False,51.041,137.11,12,True
Carloforte,2022,10,2733.0,False,51.041,53.55,12,True
Carloforte,2022,11,168.0,False,51.041,3.29,12,True
Carloforte,2022,12,208.0,False,51.041,4.08,12,True
Castelsardo,2022,1,186.0,False,43.788,4.25,12,True
Castelsardo,2022,2,155.0,False,43.788,3.54,12,True
Castelsardo,2022,3,217.0,False,43.788,4.96,12,True
Castelsardo,2022,4,5750.0,False,43.788,131.31,12,True
Castelsardo,2022,5,8637.0,False,43.788,197.25,12,True
Castelsardo,2022,6,19541.0,False,43.788,446.26,12,True
Castelsardo,2022,7,33782.0,False,43.788,771.49,12,True
Castelsardo,2022,8,38882.0,False,43.788,887.96,12,True
Castelsardo,2022,9,24001.0,False,43.788,548.12,12,True
Castelsardo,2022,10,8138.0,False,43.788,185.85,12,True
Castelsardo,2022,11,306.0,False,43.788,6.99,12,True
Castelsardo,2022,12,360.0,False,43.788,8.22,12,True
Castiadas,2022,1,8.0,False,104.03,0.08,11,True
Castiadas,2022,3,96.0,False,104.03,0.92,11,True
Castiadas,2022,4,758.0,False,104.03,7.29,11,True
Castiadas,2022,5,15134.0,False,104.03,145.48,11,True
Castiadas,2022,6,72276.0,False,104.03,694.76,11,True
Castiadas,2022,7,91746.0,False,104.03,881.92,11,True
Castiadas,2022,8,94799.0,False,104.03,911.27,11,True
Castiadas,2022,9,56728.0,False,104.03,545.3,11,True
Castiadas,2022,10,10725.0,False,104.03,103.1,11,True
Castiadas,2022,11,97.0,False,104.03,0.93,11,True
Castiadas,2022,12,100.0,False,104.03,0.96,11,True
Collinas,2022,1,2.44,True,20.668,0.12,12,True
Collinas,2022,2,2.19,True,20.668,0.11,12,True
Collinas,2022,3,2.94,True,20.668,0.14,12,True
Collinas,2022,4,5.74,True,20.668,0.28,12,True
Collinas,2022,5,7.24,True,20.668,0.35,12,True
Collinas,2022,6,14.93,True,20.668,0.72,12,True
Collinas,2022,7,79.68,True,20.668,3.86,12,True
Collinas,2022,8,130.47,True,20.668,6.31,12,True
Collinas,2022,9,11.24,True,20.668,0.54,12,True
Collinas,2022,10,6.25,True,20.668,0.3,12,True
Collinas,2022,11,2.75,True,20.668,0.13,12,True
Collinas,2022,12,3.12,True,20.668,0.15,12,True
Cuglieri,2022,1,38.0,False,120.214,0.32,12,True
Cuglieri,2022,2,14.0,False,120.214,0.12,12,True
Cuglieri,2022,3,73.0,False,120.214,0.61,12,True
Cuglieri,2022,4,5028.0,False,120.214,41.83,12,True
Cuglieri,2022,5,7732.0,False,120.214,64.32,12,True
Cuglieri,2022,6,24569.0,False,120.214,204.38,12,True
Cuglieri,2022,7,36108.0,False,120.214,300.36,12,True
Cuglieri,2022,8,38755.0,False,120.214,322.38,12,True
Cuglieri,2022,9,21124.0,False,120.214,175.72,12,True
Cuglieri,2022,10,4015.0,False,120.214,33.4,12,True
Cuglieri,2022,11,107.0,False,120.214,0.89,12,True
Cuglieri,2022,12,75.0,False,120.214,0.62,12,True
Decimomannu,2022,1,62.0,False,27.995,2.21,12,True
Decimomannu,2022,2,30.0,False,27.995,1.07,12,True
Decimomannu,2022,3,15.0,False,27.995,0.54,12,True
Decimomannu,2022,4,64.0,False,27.995,2.29,12,True
Decimomannu,2022,5,78.0,False,27.995,2.79,12,True
Decimomannu,2022,6,92.0,False,27.995,3.29,12,True
Decimomannu,2022,7,128.0,False,27.995,4.57,12,True
Decimomannu,2022,8,175.0,False,27.995,6.25,12,True
Decimomannu,2022,9,118.0,False,27.995,4.22,12,True
Decimomannu,2022,10,110.0,False,27.995,3.93,12,True
Decimomannu,2022,11,52.0,False,27.995,1.86,12,True
Decimomannu,2022,12,22.0,False,27.995,0.79,12,True
Desulo,2022,1,17.0,False,74.491,0.23,12,True
Desulo,2022,2,9.0,False,74.491,0.12,12,True
Desulo,2022,3,6.0,False,74.491,0.08,12,True
Desulo,2022,4,40.0,False,74.491,0.54,12,True
Desulo,2022,5,31.0,False,74.491,0.42,12,True
Desulo,2022,6,38.0,False,74.491,0.51,12,True
Desulo,2022,7,39.0,False,74.491,0.52,12,True
Desulo,2022,8,127.0,False,74.491,1.7,12,True
Desulo,2022,9,76.0,False,74.491,1.02,12,True
Desulo,2022,10,69.0,False,74.491,0.93,12,True
Desulo,2022,11,20.0,False,74.491,0.27,12,True
Desulo,2022,12,33.0,False,74.491,0.44,12,True
Dolianova,2022,1,26.78,True,84.404,0.32,12,True
Dolianova,2022,2,35.7,True,84.404,0.42,12,True
Dolianova,2022,3,12.94,True,84.404,0.15,12,True
Dolianova,2022,4,91.83,True,84.404,1.09,12,True
Dolianova,2022,5,21.31,True,84.404,0.25,12,True
