lat,lon,tags,osm_id,osm_type,geometry,index_right,name,op_id,minint_elettorale,minint_finloc,prov_name,prov_istat_code,prov_istat_code_num,prov_acr,prov_iso_3166_2,reg_name,reg_istat_code,reg_istat_code_num,reg_iso_3166_2,opdm_id,com_catasto_code,com_istat_code,com_istat_code_num,prov_uts_code,prov_tipo_uts
40.9238948,9.4983737,"{'amenity': 'bank', 'created_by': 'Potlatch 0.8b', 'survey:date': '2019-04-13', 'wheelchair': 'yes'}",259428203,node,POINT (541962.2416331026 4530428.267578178),82.0,Olbia,8140,4200730470,5200730470,Gallura Nord-Est Sardegna,113,113.0,OT,,Sardegna,20,20.0,IT-88,7624,G015,113017,113017.0,113,Provincia
40.8730764,9.6314738,"{'amenity': 'school', 'fee': 'no', 'isced:level': '2', 'name': 'Scuola Secondaria di Primo Grado di Porto San Paolo', 'ref': 'SSMM82501A'}",260635956,node,POINT (553209.816834241 4524859.377392499),78.0,Loiri Porto San Paolo,8136,4200730351,5200730351,Gallura Nord-Est Sardegna,113,113.0,OT,,Sardegna,20,20.0,IT-88,7661,M275,113013,113013.0,113,Provincia
39.2385355,9.1947946,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Farmacia Dessì Luciana', 'ref:msal': '16337', 'ref:vatin': 'IT02534170929', 'source': 'Ministero della Salute'}",265653423,node,POINT (516810.8303961156 4343265.743327032),320.0,Quartu Sant'Elena,7484,4200170510,5200170510,Cagliari,118,118.0,CA,IT-CA,Sardegna,20,20.0,IT-88,7750,H118,118038,118038.0,318,Città metropolitana
39.2234641,9.1020176,"{'amenity': 'bank', 'atm': 'yes', 'brand': 'Banco di Sardegna', 'brand:wikidata': 'Q806205', 'name': 'Banco di Sardegna'}",265669558,node,POINT (508806.0294083118 4341580.068552576),288.0,Cagliari,7453,4200170090,5200170090,Cagliari,118,118.0,CA,IT-CA,Sardegna,20,20.0,IT-88,7745,B354,118006,118006.0,318,Città metropolitana
39.223913,9.1011697,"{'amenity': 'bank', 'atm': 'yes'}",265669560,node,POINT (508732.7841198858 4341629.803337414),288.0,Cagliari,7453,4200170090,5200170090,Cagliari,118,118.0,CA,IT-CA,Sardegna,20,20.0,IT-88,7745,B354,118006,118006.0,318,Città metropolitana
40.3257054,9.3349492,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Meloni'}",286766991,node,POINT (528454.884654339 4463962.176271272),118.0,Nuoro,7422,4200530490,5200530490,Nuoro,114,114.0,NU,IT-NU,Sardegna,20,20.0,IT-88,7706,F979,114027,114027.0,114,Provincia
39.2997751,9.2010172,"{'amenity': 'post_office', 'atm': 'yes', 'brand': 'Poste Italiane', 'brand:wikidata': 'Q495026', 'name': 'Ufficio Postale di Sinnai', 'opening_hours': 'Mo-Fr 08:20-13:35; Sa 08:20-12:35;PH off', 'operator': 'Poste Italiane', 'operator:wikidata': 'Q495026', 'operator:wikipedia': 'en:Poste italiane', 'ref': '13154'}",311649582,node,POINT (517332.7507564628 4350063.06402273),339.0,Sinnai,7504,4200170800,5200170800,Cagliari,118,118.0,CA,IT-CA,Sardegna,20,20.0,IT-88,7755,I752,118058,118058.0,318,Città metropolitana
39.2890164,9.1883543,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'drive_through': 'no', 'healthcare': 'pharmacy', 'name': 'Farmacia Marchi', 'operator': 'Caterina Marchi', 'ref:msal': '16282', 'ref:vatin': 'IT04116360928', 'source': 'Ministero della Salute'}",314447110,node,POINT (516243.37446376437 4348866.747875637),336.0,Settimo San Pietro,7500,4200170750,5200170750,Cagliari,118,118.0,CA,IT-CA,Sardegna,20,20.0,IT-88,7754,I699,118054,118054.0,318,Città metropolitana
39.2993189,9.2041386,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy'}",314447431,node,POINT (517602.00860960217 4350013.03906813),339.0,Sinnai,7504,4200170800,5200170800,Cagliari,118,118.0,CA,IT-CA,Sardegna,20,20.0,IT-88,7755,I752,118058,118058.0,318,Città metropolitana
39.246231,9.1315189,"{'amenity': 'bank', 'atm': 'yes', 'operator': 'Banco di Sardegna'}",408342262,node,POINT (511348.8766393207 4344109.921081266),288.0,Cagliari,7453,4200170090,5200170090,Cagliari,118,118.0,CA,IT-CA,Sardegna,20,20.0,IT-88,7745,B354,118006,118006.0,318,Città metropolitana
39.2327595,9.0974771,"{'amenity': 'bank', 'operator': 'Deutsche Bank'}",408961895,node,POINT (508412.98927367065 4342611.198401816),288.0,Cagliari,7453,4200170090,5200170090,Cagliari,118,118.0,CA,IT-CA,Sardegna,20,20.0,IT-88,7745,B354,118006,118006.0,318,Città metropolitana
39.2322078,9.0980093,"{'amenity': 'bank', 'atm': 'yes', 'operator': 'Banco di Credito Sardo'}",408961897,node,POINT (508458.98828847834 4342550.022752706),288.0,Cagliari,7453,4200170090,5200170090,Cagliari,118,118.0,CA,IT-CA,Sardegna,20,20.0,IT-88,7745,B354,118006,118006.0,318,Città metropolitana
39.2437318,9.13327,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Farmacia Boy', 'ref:msal': '16308', 'ref:vatin': 'IT02622410922', 'source': 'Ministero della Salute'}",409513922,node,POINT (511500.3887142004 4343832.791227377),288.0,Cagliari,7453,4200170090,5200170090,Cagliari,118,118.0,CA,IT-CA,Sardegna,20,20.0,IT-88,7745,B354,118006,118006.0,318,Città metropolitana
39.2467878,9.1307327,"{'amenity': 'post_office', 'atm': 'yes', 'name': 'Poste Italiane', 'operator': 'Poste Italiane', 'operator:wikidata': 'Q495026', 'operator:wikipedia': 'en:Poste italiane', 'ref': 'Pirri'}",409513923,node,POINT (511280.9455565557 4344171.614201798),288.0,Cagliari,7453,4200170090,5200170090,Cagliari,118,118.0,CA,IT-CA,Sardegna,20,20.0,IT-88,7745,B354,118006,118006.0,318,Città metropolitana
39.2374696,9.181151,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Farmacia Carta', 'ref:msal': '16330', 'ref:vatin': 'IT04094170927', 'source': 'Ministero della Salute', 'wheelchair': 'yes'}",460020151,node,POINT (515633.61950859486 4343145.010805326),320.0,Quartu Sant'Elena,7484,4200170510,5200170510,Cagliari,118,118.0,CA,IT-CA,Sardegna,20,20.0,IT-88,7750,H118,118038,118038.0,318,Città metropolitana
39.2349577,9.1798165,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Farmacia Zuddas', 'ref:msal': '16335', 'ref:vatin': 'Zuddas Bruno', 'source': 'Ministero della Salute', 'wheelchair': 'yes'}",460020162,node,POINT (515519.0033242353 4342866.021479525),320.0,Quartu Sant'Elena,7484,4200170510,5200170510,Cagliari,118,118.0,CA,IT-CA,Sardegna,20,20.0,IT-88,7750,H118,118038,118038.0,318,Città metropolitana
39.6999406,9.5774023,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'ele': '128.46', 'healthcare': 'pharmacy', 'name': 'Farmacia Biolchini', 'ref:msal': '16055', 'ref:vatin': 'IT00146760913', 'source': 'Ministero della Salute', 'wpt_symbol': 'Residence'}",470285613,node,POINT (549502.0954626553 4394613.755421378),247.0,Tertenia,8165,4200530860,5200530860,Ogliastra,116,116.0,OG,,Sardegna,20,20.0,IT-88,7731,L140,116016,116016.0,116,Provincia
39.2994046,9.1984723,"{'amenity': 'pharmacy', 'dispensing': 'no', 'healthcare': 'pharmacy', 'name': 'Parafarmacia Biocosmesi'}",471363402,node,POINT (517113.4062481446 4350021.462538234),339.0,Sinnai,7504,4200170800,5200170800,Cagliari,118,118.0,CA,IT-CA,Sardegna,20,20.0,IT-88,7755,I752,118058,118058.0,318,Città metropolitana
40.3241724,9.328519,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Farmacia Cossu', 'ref:msal': '16017', 'ref:vatin': 'IT00793780917', 'source': 'Ministero della Salute'}",474491649,node,POINT (527909.251294694 4463789.971459874),118.0,Nuoro,7422,4200530490,5200530490,Nuoro,114,114.0,NU,IT-NU,Sardegna,20,20.0,IT-88,7706,F979,114027,114027.0,114,Provincia
40.3192836,9.332208,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Farmacia Ortobene', 'ref:msal': '16030', 'ref:vatin': 'IT01029430913', 'source': 'Ministero della Salute', 'wheelchair': 'limited'}",474491651,node,POINT (528224.6858889898 4463248.50009637),118.0,Nuoro,7422,4200530490,5200530490,Nuoro,114,114.0,NU,IT-NU,Sardegna,20,20.0,IT-88,7706,F979,114027,114027.0,114,Provincia
40.9004612,9.1047832,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Farmacia Pinna', 'ref:msal': '15917', 'ref:vatin': '00361230907', 'source': 'Ministero della Salute'}",479953713,node,POINT (508825.67247610743 4527712.690532629),90.0,Tempio Pausania,8147,4200730680,5200730680,Gallura Nord-Est Sardegna,113,113.0,OT,,Sardegna,20,20.0,IT-88,7647,L093,113025,113025.0,113,Provincia
40.9033801,9.1040148,"{'addr:street': 'Via Roma', 'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Farmacia Dottoressa Spano', 'ref:msal': '15907', 'ref:vatin': 'IT02681610909', 'source': 'Ministero della Salute'}",479953777,node,POINT (508760.56656996795 4528036.633456304),90.0,Tempio Pausania,8147,4200730680,5200730680,Gallura Nord-Est Sardegna,113,113.0,OT,,Sardegna,20,20.0,IT-88,7647,L093,113025,113025.0,113,Provincia
41.1377703,9.4787338,{'amenity': 'post_office'},504893473,node,POINT (540178.3566022146 4554161.483854849),69.0,Arzachena,8127,4200730060,5200730060,Gallura Nord-Est Sardegna,113,113.0,OT,,Sardegna,20,20.0,IT-88,7583,A453,113004,113004.0,113,Provincia
40.3783143,9.6987538,"{'amenity': 'bank', 'brand': 'Banco di Sardegna', 'brand:wikidata': 'Q806205', 'name': 'Banco di Sardegna', 'operator': 'Banco di Sardegna', 'operator:wikidata': 'Q806205'}",525356486,node,POINT (559315.1907164104 4469982.102465077),127.0,Orosei,7431,4200530610,5200530610,Nuoro,114,114.0,NU,IT-NU,Sardegna,20,20.0,IT-88,7715,G119,114036,114036.0,114,Provincia
40.3766473,9.6966263,"{'addr:city': 'Orosei', 'addr:housenumber': '7', 'addr:postcode': '08028', 'addr:street': 'Via Grazia Deledda', 'amenity': 'bank', 'brand': 'Intesa Sanpaolo', 'brand:wikidata': 'Q1343118', 'name': 'Intesa Sanpaolo'}",525356503,node,POINT (559136.0494344968 4469795.642691121),127.0,Orosei,7431,4200530610,5200530610,Nuoro,114,114.0,NU,IT-NU,Sardegna,20,20.0,IT-88,7715,G119,114036,114036.0,114,Provincia
40.7038495,9.7059289,"{'amenity': 'post_office', 'brand': 'Poste Italiane', 'brand:wikidata': 'Q495026', 'operator': 'Poste Italiane', 'operator:wikidata': 'Q495026'}",534893711,node,POINT (559634.870086234 4506121.983281422),74.0,Budoni,8132,4200730175,5200530131,Gallura Nord-Est Sardegna,113,113.0,OT,,Sardegna,20,20.0,IT-88,7668,B248,113009,113009.0,113,Provincia
40.2850052,9.6362222,"{'addr:city': 'Cala Gonone', 'addr:housenumber': '3', 'addr:postcode': '08022', 'addr:street': 'Via Cala Luna', 'amenity': 'post_office', 'atm': 'yes', 'brand': 'Poste Italiane', 'brand:wikidata': 'Q495026', 'check_date': '2024-06-07', 'name': 'Ufficio Postale di Cala Gonone', 'opening_hours': 'Mo-Fr 08:20-13:45; Sa 08:20-13:45; PH off', 'operator': 'Poste Italiane', 'operator:wikidata': 'Q495026', 'operator:wikipedia': 'en:Poste italiane', 'phone': '+39 0784 93278', 'ref': '80216', 'source': 'https://www.sardegnaierioggidomani.com/attualita/cala-gonone-operativo-il-nuovo-atm-postamat/'}",604240738,node,POINT (554081.4635045012 4459584.941577818),102.0,Dorgali,7406,4200530160,5200530160,Nuoro,114,114.0,NU,IT-NU,Sardegna,20,20.0,IT-88,7683,D345,114011,114011.0,114,Provincia
40.3115466,9.3069784,"{'amenity': 'school', 'name': 'Università della Terza Età'}",727865566,node,POINT (526084.130162743 4462381.983306075),118.0,Nuoro,7422,4200530490,5200530490,Nuoro,114,114.0,NU,IT-NU,Sardegna,20,20.0,IT-88,7706,F979,114027,114027.0,114,Provincia
39.176528,8.977764,"{'amenity': 'post_office', 'brand': 'Poste Italiane', 'brand:wikidata': 'Q495026', 'name': 'Ufficio Postale di Capoterra', 'opening_hours': 'Mo-Fr 08:20-19:05; Sa 08:20-12:35;PH off', 'operator': 'Poste Italiane', 'operator:wikidata': 'Q495026', 'ref': '13033'}",737546464,node,POINT (498079.3393487881 4336366.617886468),289.0,Capoterra,7454,4200170110,5200170110,Cagliari,118,118.0,CA,IT-CA,Sardegna,20,20.0,IT-88,7746,B675,118007,118007.0,318,Città metropolitana
39.8423356,9.6444944,"{'amenity': 'bank', 'atm': 'yes', 'brand': 'Banco di Sardegna', 'brand:wikidata': 'Q806205', 'dispensing': 'yes', 'name': 'Banco di Sardegna'}",761150446,node,POINT (555140.3765879977 4410456.945548601),233.0,Bari Sardo,8150,4200530050,5200530050,Ogliastra,116,116.0,OG,,Sardegna,20,20.0,IT-88,7674,A663,116002,116002.0,116,Provincia
39.8419741,9.6436369,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Farmacia Usai', 'ref:msal': '16064', 'ref:vatin': 'IT01572780912', 'source': 'Ministero della Salute'}",761150474,node,POINT (555067.3005152356 4410416.294832557),233.0,Bari Sardo,8150,4200530050,5200530050,Ogliastra,116,116.0,OG,,Sardegna,20,20.0,IT-88,7674,A663,116002,116002.0,116,Provincia
39.2406838,9.2028074,"{'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Farmacia Martinez', 'opening_hours': 'Mo-Su 08:30-20:30', 'ref:msal': '16322', 'ref:vatin': 'IT03073430922', 'source': 'Ministero della Salute'}",765901950,node,POINT (517501.8041135584 4343505.6703298185),320.0,Quartu Sant'Elena,7484,4200170510,5200170510,Cagliari,118,118.0,CA,IT-CA,Sardegna,20,20.0,IT-88,7750,H118,118038,118038.0,318,Città metropolitana
39.9263817,9.6592918,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy'}",794165614,node,POINT (556337.5607387499 4419794.393988147),248.0,Tortolì,8166,4200530920,5200530920,Ogliastra,116,116.0,OG,,Sardegna,20,20.0,IT-88,7736,A355,116017,116017.0,116,Provincia
39.8943522,8.5977588,"{'amenity': 'post_office', 'brand': 'Poste Italiane', 'brand:wikidata': 'Q495026', 'name': 'Oristano 3', 'opening_hours': 'Mo-Fr 08:20-13:35; Sa 08:20-12:35;PH off;Feb 13 off', 'operator': 'Poste Italiane', 'operator:wikidata': 'Q495026', 'ref': '72080', 'wheelchair': 'yes'}",860125000,node,POINT (465611.9052629283 4416108.874225642),189.0,Oristano,7667,4200950380,5200950380,Oristano,115,115.0,OR,IT-OR,Sardegna,20,20.0,IT-88,7798,G113,115045,115045.0,115,Provincia
39.9066098,8.5951026,"{'addr:city': 'Oristano', 'addr:housenumber': '10', 'addr:postcode': '09170', 'addr:street': 'Via Mariano Quarto', 'amenity': 'post_office', 'brand': 'Poste Italiane', 'brand:wikidata': 'Q495026', 'name': 'Oristano Centro', 'opening_hours': 'Mo-Fr 08:20-19:05; Sa 08:20-12:35;PH off;Feb 13 off', 'operator': 'Poste Italiane', 'operator:wikidata': 'Q495026', 'ref': '72001'}",860144634,node,POINT (465390.98988510604 4417470.356481833),189.0,Oristano,7667,4200950380,5200950380,Oristano,115,115.0,OR,IT-OR,Sardegna,20,20.0,IT-88,7798,G113,115045,115045.0,115,Provincia
39.9329867,8.5732579,"{'amenity': 'bank', 'atm': 'yes', 'brand': 'Credito Cooperativo', 'name': 'Banca di Arborea', 'opening_hours': 'Mo-Fr 08:20-13:20,15:30-16:30; Sa 09:00-12:00', 'operator': 'Banca di Arborea'}",860151696,node,POINT (463537.77885289106 4420406.601961191),189.0,Oristano,7667,4200950380,5200950380,Oristano,115,115.0,OR,IT-OR,Sardegna,20,20.0,IT-88,7798,G113,115045,115045.0,115,Provincia
