lat,lon,tags,osm_id,osm_type
39.250603,9.1003181,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Deliperi (fronte via Beato Angelico)', 'operator': 'CTM spa', 'public_transport': 'platform', 'route_ref': '1', 'towards': 'via Flavio Gioia'}",409547972,node
39.2489677,9.1032457,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Cornalias (ang. via Giotto)', 'operator': 'CTM spa', 'public_transport': 'platform', 'route_ref': '1, 20', 'towards': 'via Flavio Gioia, viale Buoncammino'}",409550480,node
39.2489389,9.1035475,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Cornalias (ang. via Perugino)', 'operator': 'CTM spa', 'public_transport': 'platform', 'route_ref': '1, 20', 'towards': 'Ospedale Brotzu, via Piero della Francesca'}",409550481,node
39.2476452,9.1036569,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Cornalias (fronte acquedotto)', 'operator': 'CTM spa', 'public_transport': 'platform', 'route_ref': '1, 20', 'towards': 'via Flavio Gioia, viale Buoncammino'}",409550483,node
39.2473415,9.1039992,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Cornalias (acquedotto)', 'operator': 'CTM spa', 'public_transport': 'platform', 'route_ref': '1, 20', 'towards': 'Ospedale Brotzu, via Piero della Francesca'}",409550487,node
39.2440454,9.1024956,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Marongiu (cimitero San Michele)', 'operator': 'CTM spa', 'public_transport': 'platform', 'route_ref': '1', 'towards': 'via Flavio Gioia'}",409551038,node
39.240507,9.1007131,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'lit': 'yes', 'name': 'Abruzzi (ang. via Campeda)', 'operator': 'CTM spa', 'public_transport': 'platform', 'route_ref': '1, 3', 'shelter': 'yes', 'tactile_paving': 'no', 'towards': 'Ospedale Brotzu, via Abruzzi'}",409556292,node
39.2405858,9.1005241,"{'bench': 'yes', 'bin': 'yes', 'bus': 'yes', 'departures_board': 'realtime', 'highway': 'bus_stop', 'lit': 'yes', 'name': 'Abruzzi (fronte via Campeda)', 'operator': 'CTM spa', 'public_transport': 'platform', 'route_ref': '1, 3', 'shelter': 'yes', 'tactile_paving': 'no', 'towards': 'via Flavio Gioia, via del Sole'}",409556293,node
39.2382618,9.0997719,"{'bus': 'yes', 'departures_board': 'realtime', 'highway': 'bus_stop', 'name': 'Abruzzi (chiesa)', 'operator': 'CTM spa', 'public_transport': 'platform', 'route_ref': '1, 8, 20', 'shelter': 'yes', 'towards': 'via Flavio Gioia, p.zza Matteotti, v.le Buoncammino'}",409556294,node
39.2374648,9.1004838,"{'bus': 'yes', 'departures_board': 'realtime', 'highway': 'bus_stop', 'name': 'San Michele (ang. via Redipuglia)', 'operator': 'CTM spa', 'public_transport': 'platform', 'route_ref': '1, 8, 20', 'shelter': 'yes', 'towards': 'Ospedale Brotzu, Policlino Monserrato, via Piero della Francesca'}",409557139,node
39.2360562,9.0983396,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'San Michele (fronte via Col di Lana)', 'operator': 'CTM spa', 'public_transport': 'platform', 'route_ref': '1', 'towards': 'via Flavio Gioia'}",410210284,node
39.2349949,9.0976217,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'San Michele (ang. via Col di Lana)', 'operator': 'CTM spa', 'public_transport': 'platform', 'route_ref': '1, 9', 'towards': 'Ospedale Brotzu, Decimomannu'}",410210291,node
39.2324863,9.0976545,"{'highway': 'bus_stop', 'name': ""Sant'Avendrace (fronte via Montello)"", 'operator': 'CTM spa', 'route_ref': '1, 9', 'towards': 'via Flavio Gioia, p.zza Matteotti'}",410210296,node
39.2324132,9.0978862,"{'highway': 'bus_stop', 'name': ""Sant'Avendrace (ang. via Montello)"", 'operator': 'CTM spa', 'route_ref': '1, 9', 'towards': 'Ospedale Brotzu, Decimomannu'}",410210302,node
39.2296208,9.0988733,"{'bench': 'yes', 'highway': 'bus_stop', 'name': ""Sant'Avendrace (ang. via Tirso)"", 'operator': 'CTM spa', 'route_ref': '1, 9', 'shelter': 'yes', 'towards': 'via Flavio Gioia, p.zza Matteotti'}",410216874,node
39.2299448,9.0988549,"{'bench': 'yes', 'bin': 'no', 'highway': 'bus_stop', 'lit': 'yes', 'name': ""Sant'Avendrace (ang. via Flumendosa)"", 'operator': 'CTM spa', 'route_ref': '1, 9', 'shelter': 'yes', 'tactile_paving': 'no', 'towards': 'Ospedale Brotzu, Decimomannu'}",410216877,node
39.227269,9.1000818,"{'bench': 'no', 'bin': 'no', 'highway': 'bus_stop', 'lit': 'yes', 'name': ""Sant'Avendrace (fronte via Coghinas)"", 'operator': 'CTM spa', 'route_ref': '1, 9', 'shelter': 'no', 'tactile_paving': 'no', 'towards': 'Ospedale Brotzu, Decimomannu'}",410216884,node
41.2114003,9.4057552,"{'amenity': 'ferry_terminal', 'ferry': 'yes', 'name': 'La Maddalena', 'public_transport': 'stop_position'}",450164747,node
41.1070182,9.4443553,"{'harbour': 'yes', 'leisure': 'marina', 'name': 'Cannigione', 'operator': 'Consorzio Marina Cannigione', 'phone': '+39 346 806 5848', 'seamark:harbour:category': 'marina', 'seamark:name': 'Cannigione', 'seamark:national_name': 'Porto di Cannigione', 'seamark:type': 'harbour'}",454221033,node
40.5564807,8.3181709,"{'bus': 'yes', 'name': 'Piazza della Mercede', 'operator': 'ARST', 'operator:wikidata': 'Q3601148', 'public_transport': 'stop_position'}",459694675,node
40.5484275,8.3266788,"{'bus': 'yes', 'name': 'Viale della Resistenza / Via Berlinguer (Cap.)', 'operator': 'ARST', 'operator:wikidata': 'Q3601148', 'public_transport': 'stop_position'}",459725452,node
40.8977304,9.1055022,"{'name': 'Tempio', 'public_transport': 'station', 'railway': 'station', 'train': 'yes', 'wikidata': 'Q21747213', 'wikipedia': 'it:Stazione di Tempio'}",479953860,node
40.9864602,9.500381,"{'highway': 'bus_stop', 'operator': 'ARST', 'operator:wikidata': 'Q3601148'}",494223323,node
41.0181263,9.510768,"{'highway': 'bus_stop', 'operator': 'ARST', 'operator:wikidata': 'Q3601148'}",494223336,node
41.0885551,9.4994488,"{'highway': 'bus_stop', 'operator': 'ARST', 'operator:wikidata': 'Q3601148'}",494244394,node
41.0747865,9.4671149,"{'highway': 'bus_stop', 'operator': 'ARST', 'operator:wikidata': 'Q3601148', 'shelter': 'yes'}",494245768,node
41.0703045,9.4576088,"{'bus': 'yes', 'highway': 'bus_stop', 'operator': 'ARST', 'operator:wikidata': 'Q3601148', 'public_transport': 'platform'}",494248374,node
41.0702066,9.4577587,"{'bus': 'yes', 'highway': 'bus_stop', 'operator': 'ARST', 'operator:wikidata': 'Q3601148', 'public_transport': 'platform'}",494248375,node
41.0692444,9.4495311,"{'bench': 'no', 'bin': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'operator': 'ARST', 'operator:wikidata': 'Q3601148', 'public_transport': 'platform', 'shelter': 'no', 'tactile_paving': 'no'}",494249708,node
41.0690673,9.4494661,"{'bench': 'no', 'bin': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'operator': 'ARST', 'operator:wikidata': 'Q3601148', 'public_transport': 'platform', 'shelter': 'no', 'tactile_paving': 'no'}",494249709,node
41.0675309,9.4379933,"{'bus': 'yes', 'highway': 'bus_stop', 'operator': 'ARST', 'operator:wikidata': 'Q3601148', 'public_transport': 'platform'}",494251293,node
41.120559,9.3665347,"{'bus': 'yes', 'highway': 'bus_stop', 'operator': 'ARST', 'operator:wikidata': 'Q3601148', 'public_transport': 'platform', 'shelter': 'no'}",494285000,node
41.1369267,9.4783329,{'highway': 'bus_stop'},504891782,node
39.304191,8.940537,"{'ele': '10', 'name': 'Villaspeciosa-Uta', 'note': 'Non presidiata', 'operator': 'Rete Ferroviaria Italiana', 'operator:short': 'RFI', 'operator:wikidata': 'Q1060049', 'public_transport': 'station', 'railway': 'halt', 'source': 'https://github.com/trainline-eu/stations', 'train': 'yes', 'uic_ref': '8312956', 'website': 'https://www.rfi.it/it/stazioni/villaspeciosa-uta.html', 'wikidata': 'Q3971338', 'wikimedia_commons': 'Category:Villaspeciosa-Uta_train_station', 'wikipedia': 'it:Stazione di Villaspeciosa-Uta'}",564953937,node
39.2698801,8.578894,"{'name': 'Cixerri', 'operator': 'Rete Ferroviaria Italiana', 'operator:short': 'RFI', 'operator:wikidata': 'Q1060049', 'public_transport': 'station', 'railway': 'halt', 'ref': '1', 'train': 'yes', 'wikidata': 'Q16609058', 'wikipedia': 'it:Stazione di Cixerri'}",565477230,node
39.2947329,8.6424485,"{'name': 'Villamassargia-Domusnovas', 'operator': 'Rete Ferroviaria Italiana', 'operator:short': 'RFI', 'operator:wikidata': 'Q1060049', 'public_transport': 'stop_position', 'railway': 'stop', 'ref': '2', 'train': 'yes'}",565477254,node
39.2970203,8.8132156,"{'name': 'Siliqua', 'operator': 'Rete Ferroviaria Italiana', 'operator:short': 'RFI', 'operator:wikidata': 'Q1060049', 'public_transport': 'stop_position', 'railway': 'stop', 'ref': '1', 'train': 'yes'}",565477270,node
39.9526265,8.6716069,"{'bus': 'yes', 'operator': 'ARST', 'operator:wikidata': 'Q3601148', 'public_transport': 'stop_position'}",597422131,node
39.1444532,8.3078274,"{'amenity': 'ferry_terminal', 'cargo': 'passengers;vehicle', 'ferry': 'yes', 'name': 'Carloforte', 'operator': 'Delcomar', 'public_transport': 'stop_position'}",600514577,node
39.1122648,8.3731876,"{'amenity': 'ferry_terminal', 'cargo': 'passengers;vehicle', 'ferry': 'yes', 'name': 'Calasetta', 'operator': 'Delcomar', 'public_transport': 'stop_position'}",600514587,node
41.0054797,9.5047779,{'highway': 'bus_stop'},615468284,node
40.1267779,8.8160466,"{'name': 'Abbasanta', 'operator': 'Rete Ferroviaria Italiana', 'operator:short': 'RFI', 'operator:wikidata': 'Q1060049', 'public_transport': 'stop_position', 'railway': 'stop', 'ref': '1', 'train': 'yes'}",743282043,node
39.145001,8.307967,"{'amenity': 'ferry_terminal', 'cargo': 'passengers;vehicle', 'ferry': 'yes', 'name': 'Carloforte', 'operator': 'Delcomar', 'public_transport': 'stop_position'}",752725951,node
39.1986473,8.3910237,"{'amenity': 'ferry_terminal', 'ferry': 'yes', 'name': 'Portovesme', 'public_transport': 'stop_position'}",752725989,node
39.2423872,9.1811877,"{'bench': 'yes', 'bin': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'lit': 'yes', 'local_ref': 'CTM Point', 'name': 'CTM Point', 'public_transport': 'platform', 'shelter': 'yes', 'tactile_paving': 'no', 'wheelchair': 'limited'}",765901952,node
40.328555,8.7836529,"{'name': 'Campeda', 'operator': 'Rete Ferroviaria Italiana', 'operator:short': 'RFI', 'operator:wikidata': 'Q1060049', 'public_transport': 'station', 'railway': 'station', 'train': 'yes', 'wikidata': 'Q19721564', 'wikipedia': 'it:Stazione di Campeda'}",771216722,node
40.837048,8.4011271,"{'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform'}",772529159,node
40.8331354,8.4022832,"{'bus': 'yes', 'highway': 'bus_stop', 'noname': 'yes', 'public_transport': 'platform'}",772547732,node
40.8366909,8.403753,"{'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform'}",772607859,node
40.3280945,9.3094663,"{'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes'}",775871948,node
40.3282181,9.3093878,"{'bus': 'yes', 'check_date:shelter': '2024-02-11', 'highway': 'bus_stop', 'public_transport': 'platform', 'shelter': 'yes'}",775871966,node
40.3278624,9.3368696,"{'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform'}",775976248,node
40.328179,9.3366519,"{'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform'}",775976253,node
39.9192242,9.4763475,"{'name': 'Villagrande Strisaili', 'public_transport': 'station', 'railway': 'station', 'wikidata': 'Q28872417'}",780349202,node
39.9020331,9.5092907,"{'name': 'Arzana', 'public_transport': 'station', 'railway': 'station', 'wikidata': 'Q28927703'}",782267847,node
39.8766311,9.5481212,"{'name': 'Lanusei', 'operator': 'ARST', 'operator:wikidata': 'Q3601148', 'public_transport': 'station', 'railway': 'station', 'wikidata': 'Q3969916', 'wikipedia': 'it:Stazione di Lanusei'}",783273834,node
39.9289586,9.6584785,"{'name': 'Tortolì', 'public_transport': 'station', 'railway': 'station', 'wikidata': 'Q24938315', 'wikipedia': 'it:Stazione di Tortolì'}",791794416,node
40.8330027,8.396589,"{'name': 'Porto Torres', 'name:be': 'Порта Торас', 'name:co': 'Posthudorra', 'name:it': 'Porto Torres', 'name:ru': 'Порто Торрес', 'name:sc': 'Portu Turre', 'operator': 'Rete Ferroviaria Italiana', 'operator:short': 'RFI', 'operator:wikidata': 'Q1060049', 'public_transport': 'station', 'railway': 'station', 'source': 'https://github.com/trainline-eu/stations', 'train': 'yes', 'uic_ref': '8312802', 'website': 'https://www.rfi.it/it/stazioni/porto-torres.html', 'wikidata': 'Q3970571', 'wikimedia_commons': 'Category:Porto_Torres_train_station', 'wikipedia': 'it:Stazione di Porto Torres'}",793607327,node
39.9267594,9.6552623,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Tortolì Fra Locci', 'operator': 'ARST', 'operator:wikidata': 'Q3601148', 'public_transport': 'platform', 'shelter': 'yes'}",793972649,node
40.7657611,9.5210716,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'to olbia', 'public_transport': 'platform'}",794042959,node
39.9241005,9.6629732,"{'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform'}",794104794,node
39.9240145,9.662845,"{'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform'}",794104799,node
39.9273401,9.6723118,"{'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform'}",794104802,node
39.9267887,9.664244,"{'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform'}",794165442,node
39.9271686,9.6671196,"{'bus': 'yes', 'highway': 'bus_stop', 'public_transport': 'platform'}",794165500,node
39.9303442,9.6596811,"{'bench': 'no', 'bin': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'lit': 'yes', 'name': 'Tortolì Via Generale Tosciri 4', 'public_transport': 'platform', 'shelter': 'no', 'tactile_paving': 'no'}",794359233,node
39.9303293,9.6597979,"{'bench': 'no', 'bin': 'no', 'bus': 'yes', 'highway': 'bus_stop', 'lit': 'no', 'name': 'Tortolì Via Generale Tosciri 4', 'public_transport': 'platform', 'shelter': 'no', 'tactile_paving': 'no'}",794359242,node
39.9349034,9.7065079,"{'bench': 'no', 'bin': 'yes', 'bus': 'yes', 'highway': 'bus_stop', 'lit': 'yes', 'name': 'Via Porto Frailis 8', 'public_transport': 'platform', 'shelter': 'no', 'tactile_paving': 'no'}",796702412,node
39.9422804,9.7049819,"{'amenity': 'ferry_terminal', 'ferry': 'yes', 'public_transport': 'station'}",798695023,node
39.9381621,9.7073451,"{'name': 'Arbatax', 'public_transport': 'station', 'railway': 'station', 'wheelchair': 'no'}",798795249,node
39.3013295,8.9425008,"{'highway': 'bus_stop', 'name': 'ARST'}",848297998,node
39.9022708,8.6038606,"{'name': 'Oristano', 'network': 'IFN', 'operator': 'Rete Ferroviaria Italiana', 'operator:short': 'RFI', 'operator:wikidata': 'Q1060049', 'public_transport': 'stop_position', 'railway': 'stop', 'ref': '1', 'train': 'yes', 'wheelchair': 'yes'}",860150629,node
40.9238803,9.1795142,"{'name': 'Luras', 'public_transport': 'station', 'railway': 'station', 'source': 'Bing;http://it.wikipedia.org/wiki/Ferrovia_Sassari-Tempio-Palau', 'train': 'yes', 'wikidata': 'Q19938913', 'wikipedia': 'it:Stazione di Luras'}",886030778,node
40.9666278,9.2315634,"{'disused:railway': 'halt', 'name': 'San Leonardo', 'public_transport': 'station', 'railway': 'halt', 'source': 'Bing;http://it.wikipedia.org/wiki/Ferrovia_Sassari-Tempio-Palau', 'train': 'yes', 'wikidata': 'Q20009453', 'wikipedia': 'it:Stazione di San Leonardo (Calangianus)'}",886030913,node
39.3063586,9.3912708,"{'bus': 'yes', 'from': 'Bivio Burcei SP 21', 'highway': 'bus_stop', 'name': 'Bivio di Burcei', 'operator': 'ARST', 'operator:wikidata': 'Q3601148', 'public_transport': 'platform', 'ref': '106', 'shelter': 'yes', 'to': 'Cagliari - Muravera'}",915437064,node
39.1696797,8.5090753,"{'disused:railway': 'station', 'name': 'Carbonia Stato', 'operator': 'Rete Ferroviaria Italiana', 'operator:short': 'RFI', 'operator:wikidata': 'Q1060049', 'public_transport': 'stop_position', 'railway': 'stop', 'train': 'yes', 'wikidata': 'Q3969222', 'wikipedia': 'it:Stazione di Carbonia Stato'}",941986062,node
40.986283,8.2386222,"{'addr:city': 'Fornelli - Asinara', 'addr:postcode': '07046', 'amenity': 'ferry_terminal', 'ferry': 'yes', 'name': 'Stintino-Asinara', 'public_transport': 'station'}",951561604,node
39.3106205,8.5397637,"{'name': 'Iglesias', 'operator': 'Rete Ferroviaria Italiana', 'operator:short': 'RFI', 'operator:wikidata': 'Q1060049', 'public_transport': 'stop_position', 'railway': 'stop', 'ref': '1', 'source': 'https://github.com/trainline-eu/stations', 'train': 'yes', 'uic_ref': '8312950'}",967007834,node
40.6901826,8.4705884,"{'name': 'San Giorgio', 'operator': 'ARST', 'operator:wikidata': 'Q3601148', 'public_transport': 'station', 'railway': 'halt'}",975804568,node
40.6499604,8.3769253,"{'name': 'Olmedo', 'name:be': 'Альмеда', 'operator': 'ARST', 'operator:wikidata': 'Q3601148', 'public_transport': 'station', 'railway': 'station', 'wikidata': 'Q21481643', 'wikipedia': 'it:Stazione di Olmedo'}",1013620279,node
40.7384019,8.559593,"{'disused:railway': 'halt', 'name': 'Baddimanna', 'public_transport': 'station', 'railway': 'halt', 'source:name': 'http://www.arstspa.info/TPL%20Sassari.pdf', 'train': 'yes', 'wikidata': 'Q21626554', 'wikipedia': 'it:Stazione di Baddimanna'}",1093760222,node
40.6096176,8.9340155,"{'name': 'Ozieri-Chilivani', 'operator': 'Rete Ferroviaria Italiana', 'operator:short': 'RFI', 'operator:wikidata': 'Q1060049', 'public_transport': 'stop_position', 'railway': 'stop', 'ref': '2', 'train': 'yes'}",1165893997,node
40.4177528,8.7607345,"{'name': 'Bonorva', 'operator': 'Rete Ferroviaria Italiana', 'operator:short': 'RFI', 'operator:wikidata': 'Q1060049', 'public_transport': 'stop_position', 'railway': 'stop', 'ref': '1', 'train': 'yes'}",1165960374,node
40.0230277,9.3030454,"{'aerialway': 'yes', 'aerialway:access': 'entry', 'aerialway:summer:access': 'both', 'ele': '1566', 'public_transport': 'station'}",1170484979,node
40.0158747,9.3033245,"{'aerialway': 'yes', 'aerialway:access': 'exit', 'aerialway:summer:access': 'both', 'ele': '1802,6', 'public_transport': 'station'}",1170485011,node
40.7497924,8.5957383,"{'disused:railway': 'halt', 'name': 'Filigheddu', 'public_transport': 'station', 'railway': 'halt', 'source': 'Bing;http://it.wikipedia.org/wiki/Ferrovia_Sassari-Tempio-Palau', 'train': 'yes', 'wikidata': 'Q21645211', 'wikipedia': 'it:Stazione di Filigheddu'}",1175108768,node
40.7491952,8.6820704,"{'disused:railway': 'station', 'name': 'Osilo', 'public_transport': 'station', 'railway': 'station', 'train': 'yes', 'wikidata': 'Q21662090', 'wikipedia': 'it:Stazione di Osilo'}",1175137590,node
40.2678608,8.7722757,"{'full_name': 'Macomer FS', 'name': 'Macomer', 'operator': 'Rete Ferroviaria Italiana', 'operator:short': 'RFI', 'operator:wikidata': 'Q1060049', 'public_transport': 'stop_position', 'railway': 'stop', 'ref': '1', 'train': 'yes', 'wheelchair': 'yes'}",1218740737,node
39.6600076,9.1323069,"{'name': 'Mandas', 'public_transport': 'station', 'railway': 'station', 'train': 'yes', 'wikidata': 'Q3970030', 'wikipedia': 'it:Stazione di Mandas'}",1228337016,node
39.6009156,9.1309196,"{'name': 'Gesico', 'public_transport': 'station', 'railway': 'station', 'train': 'yes', 'wikidata': 'Q28697235'}",1228337317,node
39.7381518,9.1124979,"{'name': 'Isili', 'public_transport': 'station', 'railway': 'station', 'train': 'yes', 'wikidata': 'Q3969825', 'wikipedia': 'it:Stazione di Isili'}",1228337814,node
39.2392082,9.1929998,"{'highway': 'bus_stop', 'shelter': 'yes'}",1228966457,node
39.2466296,9.1767748,"{'highway': 'bus_stop', 'name': 'Via Don Minzoni (Cimitero)'}",1292860799,node
39.2462694,9.1768629,"{'highway': 'bus_stop', 'name': 'Via Brigata Sassari (fronte Via della Pa', 'wheelchair': 'yes'}",1292862012,node
39.200995,9.0872552,"{'harbour': 'yes', 'name': 'Porto Canale', 'seamark:harbour:category': 'container', 'seamark:type': 'harbour'}",1309638563,node
40.9170913,9.5242457,"{'email': 'info@marinadiolbia.it', 'fax': '+39 0789 645842', 'harbour': 'yes', 'harbour:boatyard': 'yes', 'harbour:chandler': 'yes', 'harbour:fuel_station': 'yes', 'harbour:mechanics_workshop': 'yes', 'harbour:provisions': 'yes', 'maxlength': '80', 'phone': '+39 333 7117104', 'phone_1': '+39 0789 645030', 'seamark:harbour:category': 'marina', 'seamark:name': 'Marina di Olbia', 'seamark:national_name': 'Marina di Olbia', 'seamark:type': 'harbour', 'website': 'https://www.marinadiolbia.it/'}",1310043325,node
39.3027247,9.1997286,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Fermata ARST - Via Funtaneddas', 'public_transport': 'platform'}",1311985171,node
