lat,lon,tags,osm_id,osm_type,pilastro
40.384819,9.652506,"{'created_by': 'JOSM', 'tourism': 'viewpoint'}",14000718,node,turismo
41.1792425,9.393186,"{'cabins': 'yes', 'caravans': 'yes', 'dog': 'leashed', 'fee': 'yes', 'motorhome': 'yes', 'name': 'Saraceno', 'power_supply': 'yes', 'power_supply:maxcurrent': '10', 'socket:cee_blue': 'yes', 'static_caravans': 'yes', 'tents': 'yes', 'tourism': 'camp_site', 'website': 'https://baiasaraceno.it/'}",26860542,node,turismo
38.9638571,8.6008964,"{'fee': 'yes', 'name': 'Sardegna', 'name:ca': 'Sardenya', 'tourism': 'caravan_site', 'wheelchair': 'yes'}",26860543,node,turismo
40.578611,9.773056,"{'addr:street': 'Via la Pineta', 'cabins': 'yes', 'caravans': 'yes', 'contact:facebook': 'selemacamping', 'drinking_water': 'yes', 'email': 'info@selemacamping.com', 'name': 'Selema Camping', 'phone': '+39 342 8149801', 'power_supply': 'yes', 'sanitary_dump_station': 'yes', 'shower': 'yes', 'tents': 'yes', 'toilets': 'yes', 'tourism': 'camp_site', 'website': 'https://www.selemacamping.com/', 'wheelchair': 'limited'}",26860544,node,turismo
39.4481717,8.6176233,"{'ele': '1236', 'name': 'Punta Perda de Sa Mesa', 'name:it': 'Punta Linas', 'natural': 'peak', 'note': 'È la cima più elevata del massiccio del Linas.', 'prominence': '1210', 'tourism': 'viewpoint', 'wikidata': 'Q3861687', 'wikipedia': 'it:Monte Linas'}",26863888,node,turismo
40.8744916,9.6587827,"{'ele': '10', 'name': 'Punta Don Diego', 'natural': 'cape', 'tourism': 'attraction'}",259447826,node,turismo
40.1198524,9.2079778,"{'name': 'Hotel Taloro', 'tourism': 'hotel'}",259455382,node,turismo
40.9914003,9.5978435,"{'created_by': 'Potlatch 0.8b', 'name': 'Cala Delfino', 'tourism': 'attraction', 'wikidata': 'Q66058020'}",259804554,node,turismo
41.002902,9.5544319,"{'name': 'Spiaggia di Marinella', 'tourism': 'attraction'}",259828600,node,turismo
41.0093305,9.5688413,"{'created_by': 'Potlatch 0.8b', 'name': 'Punta Marana', 'tourism': 'attraction'}",259836324,node,turismo
40.5284171,9.827541,"{'name': 'Faro di Capo Comino', 'tourism': 'attraction'}",259874393,node,turismo
40.5394599,9.8000435,"{'created_by': 'Potlatch 0.8b', 'leisure': 'nature_reserve', 'name': 'Sistema dunale di Capo Comino', 'tourism': 'attraction'}",259874474,node,turismo
40.5277597,9.8235637,"{'name': 'Vecchio Faro di Capo Comino', 'tourism': 'attraction'}",259874500,node,turismo
40.8413442,9.6530921,"{'created_by': 'Potlatch 0.8b', 'description': 'Casa Cantoniera confinaria', 'tourism': 'attraction'}",260030705,node,turismo
40.8414907,9.7140784,"{'direction': 'WSW-E', 'tourism': 'viewpoint'}",260689656,node,turismo
