lat,lon,tags,osm_id,osm_type,pilastro,geometry,index_right,name,op_id,minint_elettorale,minint_finloc,prov_name,prov_istat_code,prov_istat_code_num,prov_acr,prov_iso_3166_2,reg_name,reg_istat_code,reg_istat_code_num,reg_iso_3166_2,opdm_id,com_catasto_code,com_istat_code,com_istat_code_num,prov_uts_code,prov_tipo_uts
40.384819,9.652506,"{'created_by': 'JOSM', 'tourism': 'viewpoint'}",14000718,node,turismo,POINT (555383.9925847059 4470674.123949138),106.0,Galtellì,7410.0,4200530250.0,5200530250.0,Nuoro,114.0,114.0,NU,IT-NU,Sardegna,20.0,20.0,IT-88,7689.0,D888,114015.0,114015.0,114.0,Provincia
41.1792425,9.393186,"{'cabins': 'yes', 'caravans': 'yes', 'dog': 'leashed', 'fee': 'yes', 'motorhome': 'yes', 'name': 'Saraceno', 'power_supply': 'yes', 'power_supply:maxcurrent': '10', 'socket:cee_blue': 'yes', 'static_caravans': 'yes', 'tents': 'yes', 'tourism': 'camp_site', 'website': 'https://baiasaraceno.it/'}",26860542,node,turismo,POINT (532977.8353887234 4558729.492963742),,,,,,,,,,,,,,,,,,,,
38.9638571,8.6008964,"{'fee': 'yes', 'name': 'Sardegna', 'name:ca': 'Sardenya', 'tourism': 'caravan_site', 'wheelchair': 'yes'}",26860543,node,turismo,POINT (465423.28527107683 4312841.5067582335),371.0,Sant'Anna Arresi,8218.0,4201110700.0,5200170620.0,Sulcis Iglesiente,119.0,119.0,CI,,Sardegna,20.0,20.0,IT-88,7917.0,M209,119019.0,119019.0,119.0,Provincia
40.578611,9.773056,"{'addr:street': 'Via la Pineta', 'cabins': 'yes', 'caravans': 'yes', 'contact:facebook': 'selemacamping', 'drinking_water': 'yes', 'email': 'info@selemacamping.com', 'name': 'Selema Camping', 'phone': '+39 342 8149801', 'power_supply': 'yes', 'sanitary_dump_station': 'yes', 'shower': 'yes', 'tents': 'yes', 'toilets': 'yes', 'tourism': 'camp_site', 'website': 'https://www.selemacamping.com/', 'wheelchair': 'limited'}",26860544,node,turismo,POINT (565427.8030279998 4492267.728013643),139.0,Siniscola,7442.0,4200530820.0,5200530820.0,Nuoro,114.0,114.0,NU,IT-NU,Sardegna,20.0,20.0,IT-88,7728.0,I751,114048.0,114048.0,114.0,Provincia
39.4481717,8.6176233,"{'ele': '1236', 'name': 'Punta Perda de Sa Mesa', 'name:it': 'Punta Linas', 'natural': 'peak', 'note': 'È la cima più elevata del massiccio del Linas.', 'prominence': '1210', 'tourism': 'viewpoint', 'wikidata': 'Q3861687', 'wikipedia': 'it:Monte Linas'}",26863888,node,turismo,POINT (467099.1773045516 4366582.35243626),261.0,Gonnosfanadiga,8178.0,4201110310.0,5200170290.0,Medio Campidano,117.0,117.0,VS,,Sardegna,20.0,20.0,IT-88,7878.0,E085,117007.0,117007.0,117.0,Provincia
40.8744916,9.6587827,"{'ele': '10', 'name': 'Punta Don Diego', 'natural': 'cape', 'tourism': 'attraction'}",259447826,node,turismo,POINT (555509.7764605191 4525033.431907889),,,,,,,,,,,,,,,,,,,,
40.1198524,9.2079778,"{'name': 'Hotel Taloro', 'tourism': 'hotel'}",259455382,node,turismo,POINT (517721.8522243013 4441080.527161548),107.0,Gavoi,7411.0,4200530260.0,5200530260.0,Nuoro,114.0,114.0,NU,IT-NU,Sardegna,20.0,20.0,IT-88,7690.0,D947,114016.0,114016.0,114.0,Provincia
40.9914003,9.5978435,"{'created_by': 'Potlatch 0.8b', 'name': 'Cala Delfino', 'tourism': 'attraction', 'wikidata': 'Q66058020'}",259804554,node,turismo,POINT (550286.2174353271 4537974.506182134),76.0,Golfo Aranci,8134.0,4200730301.0,5200730301.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7660.0,M274,113011.0,113011.0,113.0,Provincia
41.002902,9.5544319,"{'name': 'Spiaggia di Marinella', 'tourism': 'attraction'}",259828600,node,turismo,POINT (546626.6292139252 4539227.226317178),82.0,Olbia,8140.0,4200730470.0,5200730470.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7624.0,G015,113017.0,113017.0,113.0,Provincia
41.0093305,9.5688413,"{'created_by': 'Potlatch 0.8b', 'name': 'Punta Marana', 'tourism': 'attraction'}",259836324,node,turismo,POINT (547833.78796181 4539948.65031291),,,,,,,,,,,,,,,,,,,,
40.5284171,9.827541,"{'name': 'Faro di Capo Comino', 'tourism': 'attraction'}",259874393,node,turismo,POINT (570091.5280049465 4486737.972056725),139.0,Siniscola,7442.0,4200530820.0,5200530820.0,Nuoro,114.0,114.0,NU,IT-NU,Sardegna,20.0,20.0,IT-88,7728.0,I751,114048.0,114048.0,114.0,Provincia
40.5394599,9.8000435,"{'created_by': 'Potlatch 0.8b', 'leisure': 'nature_reserve', 'name': 'Sistema dunale di Capo Comino', 'tourism': 'attraction'}",259874474,node,turismo,POINT (567751.3808045244 4487942.249483776),139.0,Siniscola,7442.0,4200530820.0,5200530820.0,Nuoro,114.0,114.0,NU,IT-NU,Sardegna,20.0,20.0,IT-88,7728.0,I751,114048.0,114048.0,114.0,Provincia
40.5277597,9.8235637,"{'name': 'Vecchio Faro di Capo Comino', 'tourism': 'attraction'}",259874500,node,turismo,POINT (569755.3344174504 4486661.844810838),139.0,Siniscola,7442.0,4200530820.0,5200530820.0,Nuoro,114.0,114.0,NU,IT-NU,Sardegna,20.0,20.0,IT-88,7728.0,I751,114048.0,114048.0,114.0,Provincia
40.8413442,9.6530921,"{'created_by': 'Potlatch 0.8b', 'description': 'Casa Cantoniera confinaria', 'tourism': 'attraction'}",260030705,node,turismo,POINT (555057.7164189293 4521350.219594313),86.0,San Teodoro,7130.0,4200730615.0,5200530731.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7669.0,I329,113021.0,113021.0,113.0,Provincia
40.8414907,9.7140784,"{'direction': 'WSW-E', 'tourism': 'viewpoint'}",260689656,node,turismo,POINT (560198.9580239379 4521406.59896423),86.0,San Teodoro,7130.0,4200730615.0,5200530731.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7669.0,I329,113021.0,113021.0,113.0,Provincia
41.0227969,9.5166164,{'tourism': 'viewpoint'},260724633,node,turismo,POINT (543433.339378094 4541416.263833466),82.0,Olbia,8140.0,4200730470.0,5200730470.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7624.0,G015,113017.0,113017.0,113.0,Provincia
41.0347259,9.4891834,"{'name': 'Residence Rocce Sarde', 'tourism': 'hotel'}",261051966,node,turismo,POINT (541119.5426871084 4542727.221949494),82.0,Olbia,8140.0,4200730470.0,5200730470.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7624.0,G015,113017.0,113017.0,113.0,Provincia
41.1730523,9.4139084,"{'name': ""Roccia dell'Orso"", 'name:de': 'Bärenfels', 'natural': 'rock', 'tourism': 'attraction', 'wikidata': 'Q72683641'}",261051993,node,turismo,POINT (534719.1653806543 4558050.35872403),85.0,Palau,8143.0,4200730531.0,5200730531.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7631.0,G258,113020.0,113020.0,113.0,Provincia
40.3220801,9.3688832,"{'artist_name': 'Vincenzo Jerace', 'artwork_type': 'statue', 'historic': 'memorial', 'memorial': 'statue', 'name': 'Redentore', 'name:en': 'Statue of Christ the Redeemer', 'name:ru': 'Статуя Христа Искупителя', 'tourism': 'artwork', 'wikidata': 'Q3968658', 'wikipedia': 'it:Statua del Redentore (Nuoro)'}",263715270,node,turismo,POINT (531339.3569694344 4463571.238005771),118.0,Nuoro,7422.0,4200530490.0,5200530490.0,Nuoro,114.0,114.0,NU,IT-NU,Sardegna,20.0,20.0,IT-88,7706.0,F979,114027.0,114027.0,114.0,Provincia
40.4846885,9.8057183,"{'archaeological_site': 'necropolis', 'historic': 'archaeological_site', 'historic:civilization': 'prehistoric', 'historic:era': 'pre-nuragic', 'historic:period': 'stone-age', 'name': 'Area archeologica Flumene'}",263719560,node,turismo,POINT (568287.4964839034 4481866.902418193),139.0,Siniscola,7442.0,4200530820.0,5200530820.0,Nuoro,114.0,114.0,NU,IT-NU,Sardegna,20.0,20.0,IT-88,7728.0,I751,114048.0,114048.0,114.0,Provincia
40.6555069,9.7487267,"{'name': 'Punta di Orvili', 'natural': 'cape', 'old_name': ""Punta 'e Orfili"", 'tourism': 'attraction'}",263722033,node,turismo,POINT (563296.0491701438 4500785.6576604955),,,,,,,,,,,,,,,,,,,,
40.6781225,8.1969551,{'tourism': 'viewpoint'},263797054,node,turismo,POINT (432134.87105529546 4503336.611933674),,,,,,,,,,,,,,,,,,,,
40.9760857,9.5833744,"{'created_by': 'Potlatch 0.9a', 'name': 'Cala Terrata', 'tourism': 'attraction'}",265741983,node,turismo,POINT (549080.5296136237 4536266.203251409),76.0,Golfo Aranci,8134.0,4200730301.0,5200730301.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7660.0,M274,113011.0,113011.0,113.0,Provincia
40.2467401,9.6227793,"{'access': 'customers', 'charge': '10EUR', 'fee': 'yes', 'name': 'Grotta del Bue marino', 'natural': 'cave_entrance', 'note': ""Docking allowed to disembark people, but it's not allowed to dock the boat during the visit. There's a place for kayaks inside.\nPayment at entrance by cash only. Payment also possible at Cala Gonone harbor."", 'payment:cash': 'yes', 'tourism': 'attraction', 'wikidata': 'Q1225474', 'wikipedia': 'it:Grotte del Bue Marino'}",308354506,node,turismo,POINT (552968.5949896391 4455329.534197093),102.0,Dorgali,7406.0,4200530160.0,5200530160.0,Nuoro,114.0,114.0,NU,IT-NU,Sardegna,20.0,20.0,IT-88,7683.0,D345,114011.0,114011.0,114.0,Provincia
39.3218975,9.1946055,"{'created_by': 'Potlatch 0.10f', 'tourism': 'viewpoint', 'wheelchair': 'yes'}",311768426,node,turismo,POINT (516774.6173175382 4352516.935745777),339.0,Sinnai,7504.0,4200170800.0,5200170800.0,Cagliari,118.0,118.0,CA,IT-CA,Sardegna,20.0,20.0,IT-88,7755.0,I752,118058.0,118058.0,318.0,Città metropolitana
39.9775135,9.6169874,"{'name': 'Bosco Su Padentinu', 'tourism': 'picnic_site'}",367928663,node,turismo,POINT (552683.3102628171 4425443.693160564),243.0,Lotzorai,8160.0,4200530400.0,5200530400.0,Ogliastra,116.0,116.0,OG,,Sardegna,20.0,20.0,IT-88,7700.0,E700,116012.0,116012.0,116.0,Provincia
38.9574914,8.9501709,"{'name': 'La Biada', 'source': 'survey', 'tourism': 'guest_house'}",394893422,node,turismo,POINT (495682.63016267243 4312060.555791135),319.0,Pula,7483.0,4200170500.0,5200170500.0,Cagliari,118.0,118.0,CA,IT-CA,Sardegna,20.0,20.0,IT-88,7749.0,H088,118037.0,118037.0,318.0,Città metropolitana
39.5325754,8.6110664,"{'direction': '230', 'survey:date': '2018-05-12', 'tourism': 'viewpoint', 'wheelchair': 'yes'}",430324974,node,turismo,POINT (466575.4387122885 4375951.967298625),262.0,Guspini,8179.0,4201110340.0,5200170320.0,Medio Campidano,117.0,117.0,VS,,Sardegna,20.0,20.0,IT-88,7881.0,E270,117008.0,117008.0,117.0,Provincia
40.9922749,8.908277,"{'name': 'Agriturismo Santu Petru', 'tourism': 'hostel'}",437869109,node,turismo,POINT (492285.0542083059 4537903.553845956),91.0,Trinità d'Agultu e Vignola,8148.0,4200730711.0,5200730711.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7651.0,L428,113026.0,113026.0,113.0,Provincia
41.1703938,9.390983,{'tourism': 'viewpoint'},452738094,node,turismo,POINT (532797.4752153557 4557746.337787365),85.0,Palau,8143.0,4200730531.0,5200730531.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7631.0,G258,113020.0,113020.0,113.0,Provincia
41.0795053,9.3923259,"{'name': 'Fungo', 'tourism': 'attraction'}",452990276,node,turismo,POINT (532955.5644452096 4547657.107101812),69.0,Arzachena,8127.0,4200730060.0,5200730060.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7583.0,A453,113004.0,113004.0,113.0,Provincia
41.0760444,9.5180886,{'tourism': 'viewpoint'},453208966,node,turismo,POINT (543522.0096553527 4547328.059618726),69.0,Arzachena,8127.0,4200730060.0,5200730060.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7583.0,A453,113004.0,113004.0,113.0,Provincia
40.9437633,9.1788718,"{'historic': 'ruins', 'name': 'Dolmen di Ladas', 'wikidata': 'Q1235948', 'wikipedia': 'it:Dolmen di Ladas'}",453524482,node,turismo,POINT (515056.17467908567 4532529.686561193),80.0,Luras,8138.0,4200730370.0,5200730370.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7614.0,E752,113015.0,113015.0,113.0,Provincia
40.9420414,9.17847,"{'historic': 'ruins', 'name': 'Dolmen Ciuledda'}",453524485,node,turismo,POINT (515022.7441238234 4532338.47197891),80.0,Luras,8138.0,4200730370.0,5200730370.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7614.0,E752,113015.0,113015.0,113.0,Provincia
41.0781943,9.3896409,"{'name': 'Hotel Punta Est', 'stars': '5', 'tourism': 'hotel'}",454404488,node,turismo,POINT (532730.6730209892 4547510.559843621),69.0,Arzachena,8127.0,4200730060.0,5200730060.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7583.0,A453,113004.0,113004.0,113.0,Provincia
41.0794,9.3887999,"{'name': 'Hotel Balocco', 'tourism': 'hotel'}",454411131,node,turismo,POINT (532659.4302394415 4547644.090895941),69.0,Arzachena,8127.0,4200730060.0,5200730060.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7583.0,A453,113004.0,113004.0,113.0,Provincia
41.0767318,9.3919164,"{'name': 'Hotel Casa Mia', 'tourism': 'hotel'}",454416273,node,turismo,POINT (532922.5500470597 4547349.062410821),69.0,Arzachena,8127.0,4200730060.0,5200730060.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7583.0,A453,113004.0,113004.0,113.0,Provincia
40.9230471,9.5007374,"{'addr:city': 'Olbia', 'addr:country': 'IT', 'addr:housenumber': '22', 'addr:postcode': '07026', 'addr:street': 'Via Camillo Benso di Cavour', 'email': 'info@hotelcavourolbia.it', 'fax': '+39 0789 201 096', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'name': 'Hotel Cavour', 'phone': '+39 0789 204033', 'stars': '3', 'tourism': 'hotel', 'website': 'https://www.hotelcavourolbia.it/', 'wheelchair': 'limited'}",454487484,node,turismo,POINT (542161.8007244639 4530335.302278381),82.0,Olbia,8140.0,4200730470.0,5200730470.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7624.0,G015,113017.0,113017.0,113.0,Provincia
40.9237536,9.5017609,"{'name': 'Hotel Centrale', 'tourism': 'hotel'}",454490234,node,turismo,POINT (542247.5292392345 4530414.223737053),82.0,Olbia,8140.0,4200730470.0,5200730470.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7624.0,G015,113017.0,113017.0,113.0,Provincia
40.9286488,9.5018199,"{'check_date': '2026-08-11', 'name': 'Hotel Martini', 'stars': '4', 'tourism': 'hotel'}",454494443,node,turismo,POINT (542249.3790694166 4530957.661894987),82.0,Olbia,8140.0,4200730470.0,5200730470.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7624.0,G015,113017.0,113017.0,113.0,Provincia
39.1607582,8.8721077,"{'name': 'Centro escursioni WWF', 'tourism': 'alpine_hut'}",455585412,node,turismo,POINT (488950.6830875914 4334624.127565327),344.0,Uta,7510.0,4200170900.0,5200170900.0,Cagliari,118.0,118.0,CA,IT-CA,Sardegna,20.0,20.0,IT-88,7756.0,L521,118064.0,118064.0,318.0,Città metropolitana
39.1609921,8.8726696,"{'name': 'Area picnic', 'tourism': 'picnic_site'}",455585416,node,turismo,POINT (488999.26515341614 4334650.016151629),344.0,Uta,7510.0,4200170900.0,5200170900.0,Cagliari,118.0,118.0,CA,IT-CA,Sardegna,20.0,20.0,IT-88,7756.0,L521,118064.0,118064.0,318.0,Città metropolitana
39.1949198,8.907644,"{'name': 'Area picnic', 'tourism': 'picnic_site'}",455585418,node,turismo,POINT (492024.71993452706 4338411.467546653),344.0,Uta,7510.0,4200170900.0,5200170900.0,Cagliari,118.0,118.0,CA,IT-CA,Sardegna,20.0,20.0,IT-88,7756.0,L521,118064.0,118064.0,318.0,Città metropolitana
39.1838527,8.8958399,"{'name': 'Belvedere', 'tourism': 'viewpoint'}",455585420,node,turismo,POINT (491003.981463065 4337184.403855995),344.0,Uta,7510.0,4200170900.0,5200170900.0,Cagliari,118.0,118.0,CA,IT-CA,Sardegna,20.0,20.0,IT-88,7756.0,L521,118064.0,118064.0,318.0,Città metropolitana
39.2338803,9.1863128,"{'name': 'Hotel Italia', 'tourism': 'hotel', 'wheelchair': 'yes'}",460019332,node,turismo,POINT (516079.910645444 4342747.589335543),320.0,Quartu Sant'Elena,7484.0,4200170510.0,5200170510.0,Cagliari,118.0,118.0,CA,IT-CA,Sardegna,20.0,20.0,IT-88,7750.0,H118,118038.0,118038.0,318.0,Città metropolitana
40.9682646,8.204116,{'tourism': 'viewpoint'},470233552,node,turismo,POINT (433032.53553236206 4535539.100640973),55.0,Stintino,7385.0,4200730672.0,5200730672.0,Sassari,112.0,112.0,SS,IT-SS,Sardegna,20.0,20.0,IT-88,7666.0,M290,112056.0,112056.0,312.0,Città metropolitana
40.317109,9.3353041,"{'addr:city': 'Nuoro', 'addr:housenumber': '56', 'addr:postcode': '08100', 'addr:street': 'Via Antonio Mereu', 'alt_name': 'Museo della vita e delle tradizioni popolari sarde', 'alt_name_1': 'Museo del costume e delle tradizioni popolari', 'charge': '5 EUR', 'email': 'isresardegna@isresardegna.org', 'fax': '+39 0784 37484;+39 0784 253943', 'fee': 'yes', 'name': 'Museo Etnografico Sardo', 'name:en': 'Sardinian Ethnographic Museum', 'name:sc': 'Museu Etnogràficu Sardu', 'opening_hours': 'Oct 01-Mar 15: Tu-Su 10:00-13:00,15:00-19:00; Mar 16-Sep 30: Tu-Su 10:00-13:00,15:00-20:00', 'operator': 'ISRE - Istituto Superiore Etnografico della Sardegna', 'phone': '+39 0784 257035;+39 0784 242900', 'toilets:wheelchair': 'yes', 'tourism': 'museum', 'website': 'http://www.isresardegna.it', 'wheelchair': 'limited', 'wikidata': 'Q3868118', 'wikipedia': 'it:Museo della vita e delle tradizioni popolari sarde'}",472465984,node,turismo,POINT (528488.6477589303 4463008.118254362),118.0,Nuoro,7422.0,4200530490.0,5200530490.0,Nuoro,114.0,114.0,NU,IT-NU,Sardegna,20.0,20.0,IT-88,7706.0,F979,114027.0,114027.0,114.0,Provincia
40.9008958,9.105212,"{'name': 'Museo Bernardo De Muro', 'tourism': 'museum'}",479953699,node,turismo,POINT (508861.73141576926 4527760.977768638),90.0,Tempio Pausania,8147.0,4200730680.0,5200730680.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7647.0,L093,113025.0,113025.0,113.0,Provincia
40.9016391,9.1012552,"{'addr:city': 'Tempio Pausania', 'addr:housenumber': '11', 'addr:postcode': '07029', 'addr:street': 'Largo Alcide De Gasperi', 'name': 'New Petit Hotel', 'phone': '+39 079 631134', 'tourism': 'hotel', 'website': 'https://newpetithotel.com/'}",479953852,node,turismo,POINT (508528.3649800344 4527843.096556951),90.0,Tempio Pausania,8147.0,4200730680.0,5200730680.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7647.0,L093,113025.0,113025.0,113.0,Provincia
40.9002832,9.104491,"{'addr:city': 'Tempio Pausania', 'addr:housenumber': '52', 'addr:postcode': '07029', 'addr:street': 'Corso Giacomo Matteotti', 'name': 'Park Hotel', 'tourism': 'hotel'}",482137046,node,turismo,POINT (508801.08466380136 4527692.901753005),90.0,Tempio Pausania,8147.0,4200730680.0,5200730680.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7647.0,L093,113025.0,113025.0,113.0,Provincia
40.9364288,9.5474101,"{'name': 'Hotel Luna Lughente', 'tourism': 'hotel'}",494164176,node,turismo,POINT (546082.3334081846 4531844.336033105),82.0,Olbia,8140.0,4200730470.0,5200730470.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7624.0,G015,113017.0,113017.0,113.0,Provincia
38.9312539,8.9287095,"{'name': 'Abamar Hotel', 'source': 'GPS', 'stars': '4', 'tourism': 'hotel'}",502984277,node,turismo,POINT (493820.8610956496 4309150.215316027),319.0,Pula,7483.0,4200170500.0,5200170500.0,Cagliari,118.0,118.0,CA,IT-CA,Sardegna,20.0,20.0,IT-88,7749.0,H088,118037.0,118037.0,318.0,Città metropolitana
38.929901,8.9267574,"{'name': 'New Barcavela Hotel', 'stars': '4', 'tourism': 'hotel', 'website': 'https://www.newbarcavela.it/'}",502984278,node,turismo,POINT (493651.5412594339 4309000.218417428),319.0,Pula,7483.0,4200170500.0,5200170500.0,Cagliari,118.0,118.0,CA,IT-CA,Sardegna,20.0,20.0,IT-88,7749.0,H088,118037.0,118037.0,318.0,Città metropolitana
41.1423605,9.4759751,{'tourism': 'viewpoint'},504207277,node,turismo,POINT (539944.0433113963 4554669.785390353),,,,,,,,,,,,,,,,,,,,
41.144385,9.4857144,{'tourism': 'viewpoint'},504248330,node,turismo,POINT (540760.1187950235 4554899.043861591),,,,,,,,,,,,,,,,,,,,
41.186191,9.3301138,{'natural': 'beach'},524063276,node,turismo,POINT (527684.8222089391 4559478.883204104),,,,,,,,,,,,,,,,,,,,
41.1881448,9.3253325,"{'name': 'Hotel Le Dune', 'stars': '3', 'tourism': 'hotel'}",524063447,node,turismo,POINT (527283.029359427 4559694.270737901),85.0,Palau,8143.0,4200730531.0,5200730531.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7631.0,G258,113020.0,113020.0,113.0,Provincia
41.2015733,9.3611545,"{'access': 'yes', 'fee': 'no', 'tourism': 'viewpoint'}",525793334,node,turismo,POINT (530280.9495633311 4561196.867840607),85.0,Palau,8143.0,4200730531.0,5200730531.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7631.0,G258,113020.0,113020.0,113.0,Provincia
41.1848176,9.3631283,"{'access': 'yes', 'addr:city': 'Palau', 'castle_type': 'fortress', 'email': 'info@itinerepalau.it', 'historic': 'castle', 'name': 'Fortezza Monte Altura', 'opening_hours': 'Apr 01-May 31: Mo-Su 10:15-17:15; Jun 01-Aug 31: Mo-Su 10:15-19:15; Sep 01-Oct 15: Mo-Su 10:15-17:15; Oct 16-Mar 25: ""by appointment""', 'phone': '+39 329 6041373', 'website': 'https://fortezzamontealtura.com/'}",525793484,node,turismo,POINT (530454.2071731403 4559337.447609947),85.0,Palau,8143.0,4200730531.0,5200730531.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7631.0,G258,113020.0,113020.0,113.0,Provincia
41.2044453,9.3395558,"{'historic': 'ruins', 'name': 'Batteria Militare di Talmone'}",531883101,node,turismo,POINT (528468.7618921841 4561508.404693938),,,,,,,,,,,,,,,,,,,,
41.1917918,9.3211754,"{'name': 'Delle Dune', 'natural': 'beach', 'surface': 'sand'}",531883473,node,turismo,POINT (526932.9115899733 4560097.841315061),85.0,Palau,8143.0,4200730531.0,5200730531.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7631.0,G258,113020.0,113020.0,113.0,Provincia
41.1741162,9.419332,{'historic': 'ruins'},534287209,node,turismo,POINT (535173.5358932561 4558170.643556579),85.0,Palau,8143.0,4200730531.0,5200730531.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7631.0,G258,113020.0,113020.0,113.0,Provincia
40.3299243,9.6677472,{'tourism': 'viewpoint'},535663389,node,turismo,POINT (556723.6449354488 4464590.561751037),102.0,Dorgali,7406.0,4200530160.0,5200530160.0,Nuoro,114.0,114.0,NU,IT-NU,Sardegna,20.0,20.0,IT-88,7683.0,D345,114011.0,114011.0,114.0,Provincia
40.3338046,9.5379533,"{'archaeological_site': 'megalith', 'email': 'ghivine@tiscali.it', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'historic:period': 'nuragic', 'megalith_type': 'nuraghe', 'name': 'Villaggio Nuragico di Serra Orrios', 'opening_hours': 'Jan-Mar, Oct-Dec: Mo-Su 09:00-12:00, 14:00-16:00; Apr-Jun, Sep: Mo-Su 09:00-12:00, 15:00-17:00; Jul-Aug: Mo-Su 09:00-12:00, 16:00-18:00', 'phone': '+39 338 8341618', 'tourism': 'attraction', 'website': 'http://www.ghivine.com/serraorrios.htm', 'wikidata': 'Q1749976', 'wikipedia': 'it:Serra Orrios'}",538508137,node,turismo,POINT (545695.2636649454 4464946.181859945),102.0,Dorgali,7406.0,4200530160.0,5200530160.0,Nuoro,114.0,114.0,NU,IT-NU,Sardegna,20.0,20.0,IT-88,7683.0,D345,114011.0,114011.0,114.0,Provincia
40.5415623,9.602291,{'tourism': 'viewpoint'},538527712,node,turismo,POINT (551003.0777038701 4488042.406659128),111.0,Lodè,7415.0,4200530390.0,5200530390.0,Nuoro,114.0,114.0,NU,IT-NU,Sardegna,20.0,20.0,IT-88,7699.0,E647,114020.0,114020.0,114.0,Provincia
40.3369114,9.5262597,"{'name': 'Agricamper Iloghe', 'opening_hours': '24/7', 'tourism': 'caravan_site'}",563303857,node,turismo,POINT (544699.9216121421 4465285.057925779),102.0,Dorgali,7406.0,4200530160.0,5200530160.0,Nuoro,114.0,114.0,NU,IT-NU,Sardegna,20.0,20.0,IT-88,7683.0,D345,114011.0,114011.0,114.0,Provincia
40.9977515,9.6531363,"{'description': 'old lighthouse', 'historic': 'ruins', 'name': 'Cape Figari'}",588553877,node,turismo,POINT (554931.7977227397 4538712.860920189),76.0,Golfo Aranci,8134.0,4200730301.0,5200730301.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7660.0,M274,113011.0,113011.0,113.0,Provincia
40.0766412,9.6008261,"{'name': 'Monte Lopene', 'tourism': 'viewpoint'}",590038102,node,turismo,POINT (551229.1141991343 4436436.632799675),234.0,Baunei,8151.0,4200530060.0,5200530060.0,Ogliastra,116.0,116.0,OG,,Sardegna,20.0,20.0,IT-88,7675.0,A722,116003.0,116003.0,116.0,Provincia
41.0487432,9.248102,"{'historic': 'ruins', 'name': 'Castello San Leonardo di Balaiana', 'tourism': 'attraction', 'wikidata': 'Q70878300'}",590908810,node,turismo,POINT (520850.3877710178 4544197.688100001),79.0,Luogosanto,8137.0,4200730360.0,5200730360.0,Gallura Nord-Est Sardegna,113.0,113.0,OT,,Sardegna,20.0,20.0,IT-88,7613.0,E747,113014.0,113014.0,113.0,Provincia
