anno,provincia,comune,tipologia,categoria,numero_strutture,letti,camere
2022,Provincia di Oristano,Abbasanta,Agriturismo,,1,10,6
2022,Provincia di Oristano,Abbasanta,Albergo,3 Stelle,1,91,31
2022,Provincia di Oristano,Abbasanta,Albergo,4 Stelle,1,25,10
2022,Provincia di Oristano,Abbasanta,Alloggi privati,,2,9,3
2022,Provincia di Oristano,Abbasanta,Bed and breakfast,2 Stelle,1,4,2
2022,Provincia di Sassari,Aggius,Agriturismo,,3,38,21
2022,Provincia di Sassari,Aggius,Alloggi privati,,7,32,17
2022,Provincia di Sassari,Aggius,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia di Sassari,Aggius,Bed and breakfast,3 Stelle,2,15,6
2022,Provincia di Sassari,Aggius,Case e appartamenti per vacanze,II Categoria,1,8,3
2022,Provincia di Sassari,Aglientu,Affittacamere,III Categoria,1,4,1
2022,Provincia di Sassari,Aglientu,Agriturismo,,10,118,44
2022,Provincia di Sassari,Aglientu,Albergo,2 Stelle,1,12,7
2022,Provincia di Sassari,Aglientu,Albergo,3 Stelle,5,725,284
2022,Provincia di Sassari,Aglientu,Albergo residenziale,3 Stelle,1,176,88
2022,Provincia di Sassari,Aglientu,Alloggi privati,,113,633,259
2022,Provincia di Sassari,Aglientu,Bed and breakfast,2 Stelle,1,4,2
2022,Provincia di Sassari,Aglientu,Campeggio,1 Stella,1,250,50
2022,Provincia di Sassari,Aglientu,Campeggio,4 Stelle,2,3449,993
2022,Provincia di Sassari,Aglientu,Case e appartamenti per vacanze,II Categoria,2,72,33
2022,Provincia di Sassari,Aglientu,Case e appartamenti per vacanze,III Categoria,1,26,8
2022,Provincia di Sassari,Alà Dei Sardi,Alloggi privati,,4,19,8
2022,Provincia di Sassari,Alà Dei Sardi,Bed and breakfast,2 Stelle,1,2,2
2022,Provincia di Oristano,Ales,Affittacamere,II Categoria,3,17,9
2022,Provincia di Oristano,Ales,Alloggi privati,,2,10,5
2022,Provincia di Oristano,Ales,Bed and breakfast,1 Stella,2,8,5
2022,Provincia di Oristano,Ales,Case e appartamenti per vacanze,II Categoria,3,9,3
2022,Provincia di Sassari,Alghero,Affittacamere,,36,262,126
2022,Provincia di Sassari,Alghero,Affittacamere,I Categoria,11,81,44
2022,Provincia di Sassari,Alghero,Affittacamere,II Categoria,97,734,350
2022,Provincia di Sassari,Alghero,Affittacamere,III Categoria,11,93,45
2022,Provincia di Sassari,Alghero,Agriturismo,,32,384,185
2022,Provincia di Sassari,Alghero,Albergo,3 Stelle,14,1403,640
2022,Provincia di Sassari,Alghero,Albergo,4 Stelle,15,3791,1473
2022,Provincia di Sassari,Alghero,Albergo,5 Stelle,2,534,203
2022,Provincia di Sassari,Alghero,Albergo residenziale,2 Stelle,1,275,66
2022,Provincia di Sassari,Alghero,Albergo residenziale,3 Stelle,3,411,116
2022,Provincia di Sassari,Alghero,Albergo residenziale,4 Stelle,1,42,25
2022,Provincia di Sassari,Alghero,Alloggi privati,,1223,5702,2459
2022,Provincia di Sassari,Alghero,Bed and breakfast,,6,27,15
2022,Provincia di Sassari,Alghero,Bed and breakfast,1 Stella,72,275,145
2022,Provincia di Sassari,Alghero,Bed and breakfast,2 Stelle,105,452,212
2022,Provincia di Sassari,Alghero,Bed and breakfast,3 Stelle,47,225,125
2022,Provincia di Sassari,Alghero,Boat and Breakfast,,2,10,4
2022,Provincia di Sassari,Alghero,Campeggio,3 Stelle,1,500,125
2022,Provincia di Sassari,Alghero,Campeggio,4 Stelle,1,2432,612
2022,Provincia di Sassari,Alghero,Case e appartamenti per vacanze,,10,180,90
2022,Provincia di Sassari,Alghero,Case e appartamenti per vacanze,I Categoria,1,8,4
2022,Provincia di Sassari,Alghero,Case e appartamenti per vacanze,II Categoria,39,948,381
2022,Provincia di Sassari,Alghero,Case e appartamenti per vacanze,III Categoria,7,246,105
2022,Provincia di Sassari,Alghero,Case per ferie,,1,20,7
2022,Provincia di Sassari,Alghero,Case per ferie,III Categoria,4,142,87
2022,Provincia di Sassari,Alghero,Ostelli per la gioventù,,1,76,24
2022,Provincia di Sassari,Alghero,Ostelli per la gioventù,III Categoria,2,152,38
2022,Provincia di Sassari,Alghero,Turismo Rurale,1 Stella,1,7,7
2022,Provincia di Sassari,Alghero,Turismo Rurale,3 Stelle,7,246,110
2022,Provincia di Sassari,Alghero,Turismo Rurale,4 Stelle,1,49,22
2022,Provincia di Sassari,Alghero,Villaggi turistici,3 Stelle,1,200,30
2022,Provincia di Sassari,Alghero,Villaggi turistici,4 Stelle,1,800,270
2022,Provincia di Oristano,Allai,Agriturismo,,1,16,8
2022,Provincia di Oristano,Allai,Alloggi privati,,2,10,6
2022,Provincia di Sassari,Anela,Agriturismo,,1,6,5
2022,Provincia di Sassari,Anela,Alloggi privati,,1,4,1
2022,Provincia di Oristano,Arborea,Affittacamere,II Categoria,1,12,5
2022,Provincia di Oristano,Arborea,Albergo,2 Stelle,4,129,53
2022,Provincia di Oristano,Arborea,Albergo,3 Stelle,2,274,81
2022,Provincia di Oristano,Arborea,Albergo,4 Stelle,4,730,321
2022,Provincia di Oristano,Arborea,Alloggi privati,,6,29,12
2022,Provincia di Oristano,Arborea,Bed and breakfast,1 Stella,2,7,4
2022,Provincia di Oristano,Arborea,Bed and breakfast,3 Stelle,1,4,2
2022,Provincia di Oristano,Arborea,Campeggio,3 Stelle,1,654,170
2022,Provincia di Oristano,Arborea,Case per ferie,III Categoria,2,66,22
2022,Provincia del Sud Sardegna,Arbus,Affittacamere,,1,6,3
2022,Provincia del Sud Sardegna,Arbus,Agriturismo,,15,257,117
2022,Provincia del Sud Sardegna,Arbus,Albergo,1 Stella,1,14,8
2022,Provincia del Sud Sardegna,Arbus,Albergo,2 Stelle,1,24,9
2022,Provincia del Sud Sardegna,Arbus,Albergo,3 Stelle,6,196,105
2022,Provincia del Sud Sardegna,Arbus,Albergo,4 Stelle,2,95,52
2022,Provincia del Sud Sardegna,Arbus,Alloggi privati,,98,445,198
2022,Provincia del Sud Sardegna,Arbus,Bed and breakfast,1 Stella,6,24,13
2022,Provincia del Sud Sardegna,Arbus,Bed and breakfast,2 Stelle,4,19,11
2022,Provincia del Sud Sardegna,Arbus,Bed and breakfast,3 Stelle,6,34,17
2022,Provincia del Sud Sardegna,Arbus,Campeggio,3 Stelle,1,147,6
2022,Provincia del Sud Sardegna,Arbus,Case e appartamenti per vacanze,II Categoria,2,61,22
2022,Provincia del Sud Sardegna,Arbus,Case per ferie,III Categoria,1,9,5
2022,Provincia del Sud Sardegna,Arbus,Locanda,III Categoria,1,12,4
2022,Provincia del Sud Sardegna,Arbus,Turismo Rurale,3 Stelle,1,19,11
2022,Provincia di Sassari,Ardara,Bed and breakfast,2 Stelle,1,4,3
2022,Provincia di Nuoro,Aritzo,Affittacamere,II Categoria,1,4,2
2022,Provincia di Nuoro,Aritzo,Agriturismo,,1,15,8
2022,Provincia di Nuoro,Aritzo,Albergo,2 Stelle,1,40,16
2022,Provincia di Nuoro,Aritzo,Albergo,3 Stelle,1,50,31
2022,Provincia di Nuoro,Aritzo,Albergo,4 Stelle,1,113,50
2022,Provincia di Nuoro,Aritzo,Alloggi privati,,3,11,4
2022,Provincia di Nuoro,Aritzo,Bed and breakfast,1 Stella,2,10,5
2022,Provincia di Nuoro,Aritzo,Bed and breakfast,3 Stelle,1,4,2
2022,Provincia di Nuoro,Aritzo,Case e appartamenti per vacanze,I Categoria,1,14,10
2022,Provincia del Sud Sardegna,Armungia,Affittacamere,III Categoria,1,9,4
2022,Provincia del Sud Sardegna,Armungia,Bed and breakfast,1 Stella,1,5,3
2022,Provincia del Sud Sardegna,Armungia,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia di Sassari,Arzachena,Affittacamere,,6,50,23
2022,Provincia di Sassari,Arzachena,Affittacamere,I Categoria,5,52,23
2022,Provincia di Sassari,Arzachena,Affittacamere,II Categoria,7,54,28
2022,Provincia di Sassari,Arzachena,Affittacamere,III Categoria,1,4,3
2022,Provincia di Sassari,Arzachena,Agriturismo,,16,194,104
2022,Provincia di Sassari,Arzachena,Albergo,2 Stelle,1,20,10
2022,Provincia di Sassari,Arzachena,Albergo,3 Stelle,19,1374,609
2022,Provincia di Sassari,Arzachena,Albergo,4 Stelle,33,4717,2097
2022,Provincia di Sassari,Arzachena,Albergo,5 Stelle,13,1755,804
2022,Provincia di Sassari,Arzachena,Albergo,5 Stelle Lusso,3,621,282
2022,Provincia di Sassari,Arzachena,Albergo residenziale,3 Stelle,2,210,81
2022,Provincia di Sassari,Arzachena,Albergo residenziale,4 Stelle,6,1242,523
2022,Provincia di Sassari,Arzachena,Alloggi privati,,433,2102,836
2022,Provincia di Sassari,Arzachena,Bed and breakfast,1 Stella,7,36,18
2022,Provincia di Sassari,Arzachena,Bed and breakfast,2 Stelle,3,13,8
2022,Provincia di Sassari,Arzachena,Bed and breakfast,3 Stelle,12,71,30
2022,Provincia di Sassari,Arzachena,Campeggio,3 Stelle,1,259,628
2022,Provincia di Sassari,Arzachena,Campeggio,4 Stelle,1,2904,600
2022,Provincia di Sassari,Arzachena,Case e appartamenti per vacanze,,6,148,17
2022,Provincia di Sassari,Arzachena,Case e appartamenti per vacanze,I Categoria,8,303,101
2022,Provincia di Sassari,Arzachena,Case e appartamenti per vacanze,II Categoria,6,460,142
2022,Provincia di Sassari,Arzachena,Locanda,II Categoria,1,0,0
2022,Provincia di Sassari,Arzachena,Marina Resort,,1,3624,305
2022,Provincia di Sassari,Arzachena,Residence,I Categoria,2,267,73
2022,Provincia di Sassari,Arzachena,Residence,II Categoria,4,185,45
2022,Provincia di Sassari,Arzachena,Turismo Rurale,2 Stelle,1,20,13
2022,Provincia di Sassari,Arzachena,Turismo Rurale,3 Stelle,1,20,10
2022,Provincia di Sassari,Arzachena,Turismo Rurale,4 Stelle,2,24,12
2022,Provincia di Sassari,Arzachena,Turismo Rurale,5 Stelle,1,36,14
2022,Provincia di Sassari,Arzachena,Villaggio albergo,5 Stelle,1,151,66
2022,Provincia di Nuoro,Arzana,Albergo,3 Stelle,1,73,29
2022,Città metropolitana di Cagliari,Assemini,Affittacamere,,1,5,3
2022,Città metropolitana di Cagliari,Assemini,Affittacamere,II Categoria,2,15,7
2022,Città metropolitana di Cagliari,Assemini,Agriturismo,,3,27,14
2022,Città metropolitana di Cagliari,Assemini,Albergo,3 Stelle,1,103,55
2022,Città metropolitana di Cagliari,Assemini,Albergo,4 Stelle,1,182,84
2022,Città metropolitana di Cagliari,Assemini,Alloggi privati,,37,225,72
2022,Città metropolitana di Cagliari,Assemini,Bed and breakfast,,2,9,5
2022,Città metropolitana di Cagliari,Assemini,Bed and breakfast,1 Stella,3,16,6
2022,Città metropolitana di Cagliari,Assemini,Bed and breakfast,3 Stelle,4,23,10
2022,Città metropolitana di Cagliari,Assemini,Residence,II Categoria,1,50,25
2022,Provincia di Oristano,Assolo,Agriturismo,,1,14,7
2022,Provincia di Oristano,Assolo,Alloggi privati,,1,4,2
2022,Provincia di Nuoro,Atzara,Agriturismo,,1,12,6
2022,Provincia di Nuoro,Atzara,Alloggi privati,,4,12,6
2022,Provincia di Nuoro,Austis,Agriturismo,,2,32,15
2022,Provincia di Nuoro,Austis,Alloggi privati,,1,10,3
2022,Provincia di Nuoro,Austis,Bed and breakfast,2 Stelle,2,6,4
2022,Provincia di Sassari,Badesi,Affittacamere,,1,6,3
2022,Provincia di Sassari,Badesi,Affittacamere,II Categoria,3,11,3
2022,Provincia di Sassari,Badesi,Agriturismo,,1,6,4
2022,Provincia di Sassari,Badesi,Albergo,2 Stelle,1,12,8
2022,Provincia di Sassari,Badesi,Albergo,3 Stelle,2,86,42
2022,Provincia di Sassari,Badesi,Albergo,4 Stelle,4,1563,509
2022,Provincia di Sassari,Badesi,Alloggi privati,,68,285,97
2022,Provincia di Sassari,Badesi,Bed and breakfast,2 Stelle,2,8,4
2022,Provincia di Sassari,Badesi,Campeggio,1 Stella,1,129,33
2022,Provincia di Sassari,Badesi,Campeggio,3 Stelle,1,500,38
2022,Provincia di Sassari,Badesi,Case e appartamenti per vacanze,I Categoria,3,87,24
2022,Provincia di Sassari,Badesi,Case e appartamenti per vacanze,II Categoria,8,900,337
2022,Provincia di Sassari,Badesi,Case e appartamenti per vacanze,III Categoria,2,210,11
2022,Provincia di Sassari,Badesi,Residence,II Categoria,1,203,86
2022,Provincia di Sassari,Badesi,Turismo Rurale,3 Stelle,1,20,10
2022,Provincia di Sassari,Badesi,Villaggio albergo,4 Stelle,1,927,363
2022,Provincia del Sud Sardegna,Ballao,Bed and breakfast,2 Stelle,1,8,3
2022,Provincia di Sassari,Banari,Alloggi privati,,1,5,20
2022,Provincia di Sassari,Banari,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia di Oristano,Baradili,Affittacamere,II Categoria,2,10,2
2022,Provincia di Oristano,Baradili,Locanda,II Categoria,1,14,6
2022,Provincia di Oristano,Baratili San Pietro,Alloggi privati,,17,83,34
2022,Provincia di Oristano,Baratili San Pietro,Bed and breakfast,1 Stella,1,4,2
2022,Provincia di Oristano,Baratili San Pietro,Bed and breakfast,2 Stelle,1,5,2
2022,Provincia di Oristano,Baressa,Albergo diffuso,3 Stelle,2,24,12
2022,Provincia di Oristano,Baressa,Bed and breakfast,1 Stella,1,3,2
2022,Provincia di Nuoro,Bari Sardo,Affittacamere,I Categoria,1,20,6
2022,Provincia di Nuoro,Bari Sardo,Affittacamere,II Categoria,1,19,6
2022,Provincia di Nuoro,Bari Sardo,Agriturismo,,2,34,17
2022,Provincia di Nuoro,Bari Sardo,Albergo,3 Stelle,2,81,35
2022,Provincia di Nuoro,Bari Sardo,Albergo,4 Stelle,2,221,103
2022,Provincia di Nuoro,Bari Sardo,Albergo residenziale,3 Stelle,3,145,62
2022,Provincia di Nuoro,Bari Sardo,Alloggi privati,,107,527,248
2022,Provincia di Nuoro,Bari Sardo,Bed and breakfast,,1,6,3
2022,Provincia di Nuoro,Bari Sardo,Bed and breakfast,1 Stella,1,5,3
2022,Provincia di Nuoro,Bari Sardo,Bed and breakfast,2 Stelle,2,13,5
2022,Provincia di Nuoro,Bari Sardo,Bed and breakfast,3 Stelle,1,10,6
2022,Provincia di Nuoro,Bari Sardo,Campeggio,1 Stella,1,140,50
2022,Provincia di Nuoro,Bari Sardo,Campeggio,3 Stelle,1,320,85
2022,Provincia di Nuoro,Bari Sardo,Campeggio,4 Stelle,1,320,103
2022,Provincia di Nuoro,Bari Sardo,Case e appartamenti per vacanze,II Categoria,3,36,21
2022,Provincia di Nuoro,Bari Sardo,Residence,II Categoria,2,38,16
2022,Provincia di Nuoro,Bari Sardo,Villaggi turistici,4 Stelle,1,850,195
2022,Provincia di Nuoro,Bari Sardo,Villaggio albergo,3 Stelle,1,40,20
2022,Provincia del Sud Sardegna,Barumini,Affittacamere,II Categoria,1,11,6
2022,Provincia del Sud Sardegna,Barumini,Albergo,3 Stelle,2,35,17
2022,Provincia del Sud Sardegna,Barumini,Bed and breakfast,3 Stelle,1,2,1
2022,Provincia di Oristano,Bauladu,Affittacamere,II Categoria,1,4,2
2022,Provincia di Oristano,Bauladu,Agriturismo,,1,9,4
2022,Provincia di Oristano,Bauladu,Alloggi privati,,1,9,2
2022,Provincia di Oristano,Bauladu,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia di Nuoro,Baunei,Affittacamere,I Categoria,2,23,12
2022,Provincia di Nuoro,Baunei,Affittacamere,II Categoria,5,33,17
2022,Provincia di Nuoro,Baunei,Albergo,2 Stelle,1,37,17
2022,Provincia di Nuoro,Baunei,Albergo,3 Stelle,5,198,104
2022,Provincia di Nuoro,Baunei,Albergo,4 Stelle,2,87,40
2022,Provincia di Nuoro,Baunei,Alloggi privati,,261,1071,503
2022,Provincia di Nuoro,Baunei,Bed and breakfast,1 Stella,3,11,6
2022,Provincia di Nuoro,Baunei,Bed and breakfast,2 Stelle,2,6,3
2022,Provincia di Nuoro,Baunei,Bed and breakfast,3 Stelle,8,42,22
2022,Provincia di Nuoro,Baunei,Case e appartamenti per vacanze,II Categoria,4,67,38
2022,Provincia di Nuoro,Baunei,Locanda,II Categoria,1,12,6
2022,Provincia di Nuoro,Baunei,Ostelli per la gioventù,,1,29,18
2022,Provincia di Nuoro,Belvì,Agriturismo,,1,8,4
2022,Provincia di Nuoro,Belvì,Albergo,2 Stelle,1,24,12
2022,Provincia di Nuoro,Belvì,Alloggi privati,,3,14,9
2022,Provincia di Sassari,Benetutti,Agriturismo,,1,2,0
2022,Provincia di Sassari,Benetutti,Albergo,3 Stelle,1,120,61
2022,Provincia di Sassari,Benetutti,Albergo,4 Stelle,1,46,23
2022,Provincia di Sassari,Benetutti,Bed and breakfast,1 Stella,1,6,3
2022,Provincia di Sassari,Benetutti,Bed and breakfast,2 Stelle,2,11,5
2022,Provincia di Sassari,Berchidda,Affittacamere,I Categoria,2,16,8
2022,Provincia di Sassari,Berchidda,Affittacamere,III Categoria,1,6,4
2022,Provincia di Sassari,Berchidda,Agriturismo,,1,5,3
2022,Provincia di Sassari,Berchidda,Albergo,3 Stelle,2,103,55
2022,Provincia di Sassari,Berchidda,Alloggi privati,,7,34,16
2022,Provincia di Sassari,Berchidda,Bed and breakfast,1 Stella,1,2,1
2022,Provincia di Sassari,Berchidda,Bed and breakfast,2 Stelle,2,8,4
2022,Provincia di Sassari,Berchidda,Campeggio,2 Stelle,1,272,68
2022,Provincia di Sassari,Bessude,Affittacamere,II Categoria,1,6,3
2022,Provincia di Sassari,Bessude,Agriturismo,,1,7,4
2022,Provincia di Sassari,Bessude,Alloggi privati,,1,6,3
2022,Provincia di Sassari,Bessude,Bed and breakfast,1 Stella,1,4,2
2022,Provincia di Sassari,Bessude,Bed and breakfast,2 Stelle,1,3,2
2022,Provincia di Nuoro,Bitti,Affittacamere,II Categoria,2,13,5
2022,Provincia di Nuoro,Bitti,Agriturismo,,3,45,20
2022,Provincia di Nuoro,Bitti,Albergo,4 Stelle,1,40,18
2022,Provincia di Nuoro,Bitti,Bed and breakfast,1 Stella,2,8,5
2022,Provincia di Nuoro,Bolotana,Albergo,3 Stelle,1,84,53
2022,Provincia di Nuoro,Bolotana,Alloggi privati,,6,32,16
2022,Provincia di Nuoro,Bolotana,Bed and breakfast,2 Stelle,2,9,5
2022,Provincia di Nuoro,Bolotana,Bed and breakfast,3 Stelle,1,2,1
2022,Provincia di Oristano,Bonarcado,Alloggi privati,,2,8,4
2022,Provincia di Oristano,Bonarcado,Villaggio albergo,3 Stelle,1,67,22
2022,Provincia di Sassari,Bonnanaro,Alloggi privati,,1,8,4
2022,Provincia di Sassari,Bonnanaro,Bed and breakfast,1 Stella,2,8,5
2022,Provincia di Sassari,Bono,Agriturismo,,1,2,1
2022,Provincia di Sassari,Bono,Albergo,3 Stelle,1,34,32
2022,Provincia di Sassari,Bono,Alloggi privati,,1,6,3
2022,Provincia di Sassari,Bono,Bed and breakfast,3 Stelle,2,14,6
2022,Provincia di Sassari,Bonorva,Agriturismo,,1,6,2
2022,Provincia di Sassari,Bonorva,Alloggi privati,,1,8,4
2022,Provincia di Sassari,Bonorva,Bed and breakfast,2 Stelle,2,12,6
2022,Provincia di Sassari,Bonorva,Bed and breakfast,3 Stelle,1,5,2
2022,Provincia di Sassari,Bonorva,Case per ferie,III Categoria,1,24,14
2022,Provincia di Nuoro,Bortigali,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia di Sassari,Bortigiadas,Agriturismo,,1,9,5
2022,Provincia di Sassari,Bortigiadas,Albergo,3 Stelle,1,21,8
2022,Provincia di Sassari,Bortigiadas,Alloggi privati,,1,7,3
2022,Provincia di Sassari,Bortigiadas,Bed and breakfast,2 Stelle,1,5,2
2022,Provincia di Sassari,Borutta,Bed and breakfast,1 Stella,1,4,1
2022,Provincia di Oristano,Bosa,Affittacamere,II Categoria,30,275,128
2022,Provincia di Oristano,Bosa,Agriturismo,,2,21,6
2022,Provincia di Oristano,Bosa,Albergo,1 Stella,2,40,23
2022,Provincia di Oristano,Bosa,Albergo,2 Stelle,1,22,12
2022,Provincia di Oristano,Bosa,Albergo,3 Stelle,4,216,103
2022,Provincia di Oristano,Bosa,Albergo,4 Stelle,1,254,139
2022,Provincia di Oristano,Bosa,Albergo diffuso,3 Stelle,10,122,45
2022,Provincia di Oristano,Bosa,Albergo residenziale,3 Stelle,2,177,49
2022,Provincia di Oristano,Bosa,Alloggi privati,,119,557,237
2022,Provincia di Oristano,Bosa,Bed and breakfast,1 Stella,8,35,18
2022,Provincia di Oristano,Bosa,Bed and breakfast,2 Stelle,7,34,18
2022,Provincia di Oristano,Bosa,Bed and breakfast,3 Stelle,12,64,29
2022,Provincia di Oristano,Bosa,Boat and Breakfast,,1,4,2
2022,Provincia di Oristano,Bosa,Case e appartamenti per vacanze,II Categoria,22,200,360
2022,Provincia di Oristano,Bosa,Villaggi turistici,3 Stelle,1,24,12
2022,Provincia di Sassari,Bottidda,Agriturismo,,1,4,2
2022,Provincia di Sassari,Bottidda,Alloggi privati,,1,4,2
2022,Provincia di Sassari,Bottidda,Bed and breakfast,,1,6,4
2022,Provincia di Sassari,Bottidda,Bed and breakfast,1 Stella,1,4,30
2022,Provincia di Sassari,Buddusò,Affittacamere,III Categoria,1,4,2
2022,Provincia di Sassari,Buddusò,Agriturismo,,2,30,13
2022,Provincia di Sassari,Buddusò,Albergo,3 Stelle,1,42,26
2022,Provincia di Sassari,Buddusò,Albergo,4 Stelle,1,34,14
2022,Provincia di Sassari,Budoni,Affittacamere,,3,13,7
2022,Provincia di Sassari,Budoni,Affittacamere,II Categoria,4,40,19
2022,Provincia di Sassari,Budoni,Agriturismo,,2,25,12
2022,Provincia di Sassari,Budoni,Albergo,1 Stella,1,13,7
2022,Provincia di Sassari,Budoni,Albergo,3 Stelle,13,1159,585
2022,Provincia di Sassari,Budoni,Albergo,4 Stelle,7,2192,1245
2022,Provincia di Sassari,Budoni,Albergo residenziale,2 Stelle,1,49,18
2022,Provincia di Sassari,Budoni,Albergo residenziale,3 Stelle,4,423,149
2022,Provincia di Sassari,Budoni,Albergo residenziale,4 Stelle,1,36,0
2022,Provincia di Sassari,Budoni,Alloggi privati,,424,2140,815
2022,Provincia di Sassari,Budoni,Bed and breakfast,1 Stella,2,4,2
2022,Provincia di Sassari,Budoni,Bed and breakfast,2 Stelle,5,25,13
2022,Provincia di Sassari,Budoni,Bed and breakfast,3 Stelle,4,25,11
2022,Provincia di Sassari,Budoni,Campeggio,3 Stelle,2,800,249
2022,Provincia di Sassari,Budoni,Case e appartamenti per vacanze,,8,201,51
2022,Provincia di Sassari,Budoni,Case e appartamenti per vacanze,I Categoria,8,269,62
2022,Provincia di Sassari,Budoni,Case e appartamenti per vacanze,II Categoria,21,852,156
2022,Provincia di Sassari,Budoni,Residence,II Categoria,1,36,13
2022,Provincia di Sassari,Budoni,Turismo Rurale,1 Stella,1,10,5
2022,Provincia di Sassari,Budoni,Turismo Rurale,2 Stelle,1,18,7
2022,Provincia di Sassari,Budoni,Turismo Rurale,4 Stelle,1,20,15
2022,Provincia di Sassari,Budoni,Villaggi turistici,4 Stelle,1,434,158
2022,Provincia di Sassari,Budoni,Villaggio albergo,4 Stelle,3,839,315
2022,Provincia del Sud Sardegna,Buggerru,Affittacamere,II Categoria,1,15,4
2022,Provincia del Sud Sardegna,Buggerru,Albergo,3 Stelle,1,22,11
2022,Provincia del Sud Sardegna,Buggerru,Albergo,4 Stelle,1,68,28
2022,Provincia del Sud Sardegna,Buggerru,Alloggi privati,,43,193,82
2022,Provincia del Sud Sardegna,Buggerru,Bed and breakfast,2 Stelle,1,6,2
2022,Provincia del Sud Sardegna,Buggerru,Bed and breakfast,3 Stelle,3,13,8
2022,Provincia del Sud Sardegna,Buggerru,Campeggio,1 Stella,1,20,5
2022,Provincia del Sud Sardegna,Buggerru,Case e appartamenti per vacanze,II Categoria,2,24,10
2022,Provincia del Sud Sardegna,Buggerru,Ostelli per la gioventù,III Categoria,1,18,11
2022,Provincia di Sassari,Bultei,Albergo,2 Stelle,1,25,15
2022,Provincia di Sassari,Bulzi,Alloggi privati,,1,2,1
2022,Provincia del Sud Sardegna,Burcei,Albergo,3 Stelle,1,20,9
2022,Provincia del Sud Sardegna,Burcei,Turismo Rurale,3 Stelle,1,10,7
2022,Provincia di Sassari,Burgos,Agriturismo,,1,9,3
2022,Provincia di Oristano,Busachi,Affittacamere,II Categoria,1,6,3
2022,Provincia di Oristano,Busachi,Alloggi privati,,1,4,2
2022,Provincia di Oristano,Busachi,Bed and breakfast,1 Stella,2,12,4
2022,Provincia di Oristano,Cabras,Affittacamere,,1,8,4
2022,Provincia di Oristano,Cabras,Affittacamere,II Categoria,13,114,55
2022,Provincia di Oristano,Cabras,Agriturismo,,24,386,168
2022,Provincia di Oristano,Cabras,Albergo,2 Stelle,1,20,10
2022,Provincia di Oristano,Cabras,Albergo,3 Stelle,2,65,37
2022,Provincia di Oristano,Cabras,Albergo,4 Stelle,2,62,31
2022,Provincia di Oristano,Cabras,Albergo diffuso,4 Stelle,1,34,16
2022,Provincia di Oristano,Cabras,Alloggi privati,,228,1100,490
2022,Provincia di Oristano,Cabras,Bed and breakfast,1 Stella,2,12,4
2022,Provincia di Oristano,Cabras,Bed and breakfast,2 Stelle,5,21,12
2022,Provincia di Oristano,Cabras,Bed and breakfast,3 Stelle,21,109,56
2022,Provincia di Oristano,Cabras,Campeggio,3 Stelle,1,660,165
2022,Provincia di Oristano,Cabras,Case e appartamenti per vacanze,,1,6,3
2022,Provincia di Oristano,Cabras,Case e appartamenti per vacanze,II Categoria,2,27,17
2022,Provincia di Oristano,Cabras,Residence,I Categoria,2,48,17
2022,Città metropolitana di Cagliari,Cagliari,Affittacamere,,6,48,25
2022,Città metropolitana di Cagliari,Cagliari,Affittacamere,I Categoria,19,166,82
2022,Città metropolitana di Cagliari,Cagliari,Affittacamere,II Categoria,182,1416,716
2022,Città metropolitana di Cagliari,Cagliari,Affittacamere,III Categoria,1,8,6
2022,Città metropolitana di Cagliari,Cagliari,Albergo,1 Stella,4,75,35
2022,Città metropolitana di Cagliari,Cagliari,Albergo,2 Stelle,3,67,37
2022,Città metropolitana di Cagliari,Cagliari,Albergo,3 Stelle,15,680,362
2022,Città metropolitana di Cagliari,Cagliari,Albergo,4 Stelle,8,1351,645
2022,Città metropolitana di Cagliari,Cagliari,Albergo diffuso,2 Stelle,1,21,13
2022,Città metropolitana di Cagliari,Cagliari,Albergo residenziale,3 Stelle,1,298,122
2022,Città metropolitana di Cagliari,Cagliari,Alloggi privati,,1065,4195,1861
2022,Città metropolitana di Cagliari,Cagliari,Bed and breakfast,,1,1,1
2022,Città metropolitana di Cagliari,Cagliari,Bed and breakfast,1 Stella,60,232,123
2022,Città metropolitana di Cagliari,Cagliari,Bed and breakfast,2 Stelle,35,179,87
2022,Città metropolitana di Cagliari,Cagliari,Bed and breakfast,3 Stelle,53,232,117
2022,Città metropolitana di Cagliari,Cagliari,Boat and Breakfast,,3,9,3
2022,Città metropolitana di Cagliari,Cagliari,Case e appartamenti per vacanze,II Categoria,18,253,124
2022,Città metropolitana di Cagliari,Cagliari,Case per ferie,,4,807,461
2022,Città metropolitana di Cagliari,Cagliari,Case per ferie,III Categoria,4,285,226
2022,Città metropolitana di Cagliari,Cagliari,Locanda,,2,18,9
2022,Città metropolitana di Cagliari,Cagliari,Ostelli per la gioventù,III Categoria,1,125,35
2022,Città metropolitana di Cagliari,Cagliari,Residence,II Categoria,1,50,25
2022,Provincia di Sassari,Calangianus,Affittacamere,II Categoria,1,6,3
2022,Provincia di Sassari,Calangianus,Agriturismo,,2,36,14
2022,Provincia di Sassari,Calangianus,Alloggi privati,,6,28,10
